"cell_id","lat_cell","long_cell","sum_cost","event_count","sum_num"
250050,39.1614431278816,-84.424050564712,0.304,1,3
250051,39.1636931289872,-84.4240505647034,2.206,2,4
250060,39.1839431389191,-84.4240505646251,1.244,2,6
260007,39.0646953029611,-84.4263097746692,1.103,1,2
260035,39.1276953352884,-84.4263097744235,1.103,1,2
260039,39.1366953398788,-84.4263097743884,0.608,2,6
260044,39.1479453456071,-84.4263097743444,0.304,1,3
260047,39.1546953490388,-84.4263097743181,1.103,1,2
260049,39.1591953513245,-84.4263097743005,1.103,1,2
260050,39.1614453524667,-84.4263097742917,1.103,1,2
260051,39.1636953536084,-84.426309774283,0.304,1,3
260058,39.1794453615885,-84.4263097742215,0.304,1,3
260059,39.1816953627268,-84.4263097742127,2.128,7,21
270034,39.1254475145374,-84.4285689841547,0.304,1,3
270035,39.1276975157217,-84.4285689841458,0.304,1,3
270039,39.1366975204545,-84.4285689841104,2.206,2,4
270040,39.1389475216365,-84.4285689841015,0.445,2,7
270041,39.1411975228181,-84.4285689840927,0.445,2,7
270042,39.1434475239993,-84.4285689840838,2.206,2,4
270043,39.14569752518,-84.428568984075,1.407,2,5
270047,39.1546975298984,-84.4285689840395,1.711,3,8
270050,39.1614475334325,-84.4285689840129,11.185,2,3
270057,39.1771975416631,-84.4285689839509,1.103,1,2
270059,39.1816975440107,-84.4285689839332,3.613,4,9
280036,39.1299496537652,-84.4308281939978,0.304,1,3
280037,39.1321996549835,-84.4308281939888,0.304,1,3
280042,39.143449661068,-84.4308281939442,0.304,1,3
280043,39.1456996622835,-84.4308281939353,3.309,3,6
280044,39.1479496634985,-84.4308281939264,1.103,1,2
280046,39.1524496659273,-84.4308281939085,0.749,3,10
280047,39.1546996671409,-84.4308281938996,2.814,4,10
280057,39.1771996792523,-84.4308281938103,0.141,1,4
280059,39.1816996816691,-84.4308281937925,0.304,1,3
290023,39.1007017306908,-84.4330874041109,0.304,1,3
290038,39.13445174952,-84.4330874039763,0.304,1,3
290040,39.1389517520225,-84.4330874039583,0.445,2,7
290041,39.141201753273,-84.4330874039493,0.304,1,3
290042,39.1434517545231,-84.4330874039404,11.185,2,3
290043,39.1457017557727,-84.4330874039314,0.304,1,3
290045,39.1502017582705,-84.4330874039134,0.304,1,3
290046,39.1524517595186,-84.4330874039045,0.304,1,3
300029,39.1142037876418,-84.4353466141867,0.304,1,3
300035,39.1277037953703,-84.4353466141326,1.103,1,2
300041,39.1412038030812,-84.4353466140785,0.141,1,4
300043,39.1457038056476,-84.4353466140605,0.304,1,3
300055,39.1727038210053,-84.4353466139523,2.206,2,4
310029,39.1142057934441,-84.4376058244463,1.103,1,2
310030,39.1164557947662,-84.4376058244373,0.304,1,3
310039,39.1367058066428,-84.4376058243559,0.282,2,8
310044,39.1479558132234,-84.4376058243107,0.304,1,3
320029,39.114207755642,-84.4398650348332,0.304,1,3
320030,39.1164577569962,-84.4398650348241,0.608,2,6
320035,39.1277077637597,-84.4398650347789,0.304,1,3
320039,39.1367077691612,-84.4398650347427,0.282,2,8
320056,39.1749577920268,-84.4398650345888,0.304,1,3
320058,39.1794577947071,-84.4398650345706,0.141,1,4
330039,39.1367096880683,-84.4421242452539,0.141,1,4
330040,39.1389596894487,-84.4421242452449,0.187,2,9
330041,39.1412096908286,-84.4421242452358,0.141,1,4
330042,39.1434596922079,-84.4421242452268,1.103,1,2
330043,39.1457096935867,-84.4421242452177,1.548,3,9
330056,39.1749597114639,-84.4421242451,0.304,1,3
340039,39.1367115633639,-84.4443834558869,0.141,1,4
340040,39.1389615647748,-84.4443834558779,1.29,3,11
340041,39.1412115661853,-84.4443834558689,0.141,1,4
340042,39.1434615675952,-84.4443834558598,0.304,1,3
360040,39.1389651845907,-84.448901877498,0.141,1,4
360042,39.1434651875289,-84.44890187748,0.304,1,3
380040,39.1389686299577,-84.4534202995715,0.046,1,5
380041,39.1412186314833,-84.4534202995627,0.445,2,7
380070,39.2064686754727,-84.4534202993047,1.103,1,2
390059,39.1817203166209,-84.4556795106036,0.304,1,3
390060,39.1839703181622,-84.4556795105948,1.407,2,5
390063,39.1907203227828,-84.4556795105683,1.244,2,6
390067,39.1997203289354,-84.455679510533,0.445,2,7
390068,39.2019703304721,-84.4556795105242,13.695,5,10
390069,39.2042203320082,-84.4556795105153,10.082,1,1
390070,39.2064703335436,-84.4556795105065,1.103,1,2
400038,39.1344718977166,-84.4579387220936,0.141,1,4
400061,39.1862219339061,-84.4579387218923,0.141,1,4
400063,39.1907219370381,-84.4579387218748,1.103,1,2
400066,39.1974719417316,-84.4579387218486,2.955,5,14
400067,39.1997219432949,-84.4579387218398,0.445,2,7
400068,39.2019719448576,-84.457938721831,1.103,1,2
400069,39.2042219464197,-84.4579387218223,0.304,1,3
400070,39.2064719479812,-84.4579387218135,0.141,1,4
410038,39.1344734677063,-84.4601979335004,0.141,1,4
410057,39.1772234981095,-84.4601979333357,1.103,1,2
410061,39.1862235044822,-84.4601979333011,0.304,1,3
410062,39.1884735060739,-84.4601979332924,0.304,1,3
410065,39.1952235108452,-84.4601979332664,10.082,1,1
410068,39.2019735156111,-84.4601979332404,1.103,1,2
420034,39.1254749875569,-84.4624571450408,0.141,1,4
420037,39.1322249924541,-84.4624571450151,0.89,4,14
420056,39.1749750233403,-84.4624571448522,0.141,1,4
420062,39.1884750330475,-84.4624571448008,0.304,1,3
420063,39.1907250346632,-84.4624571447922,2.206,2,4
420064,39.1929750362783,-84.4624571447836,1.103,1,2
420068,39.2019750427326,-84.4624571447493,0.608,2,6
420074,39.2154750523954,-84.4624571446978,1.548,3,9
420075,39.2177250540037,-84.4624571446893,0.141,1,4
430037,39.132226475198,-84.4647163566176,0.282,2,8
430061,39.1862265147531,-84.4647163564144,10.082,1,1
430063,39.1907265180331,-84.4647163563974,1.103,1,2
440043,39.1457279243952,-84.4669755682638,0.445,2,7
440055,39.1727279444532,-84.4669755681635,0.396,3,13
440056,39.1749779461206,-84.4669755681551,2.792,5,15
440057,39.1772279477873,-84.4669755681468,1.103,1,2
440062,39.1884779561115,-84.466975568105,0.304,1,3
440069,39.2042279677387,-84.4669755680465,0.141,1,4
440071,39.208727971055,-84.4669755680298,0.141,1,4
440072,39.2109779727122,-84.4669755680214,1.103,1,2
440073,39.2132279743688,-84.466975568013,0.608,2,6
450043,39.1457293200554,-84.4692347800517,2.297,6,19
450052,39.1659793353116,-84.4692347799776,1.103,1,2
450054,39.1704793386948,-84.4692347799612,1.103,1,2
450061,39.1862293505157,-84.4692347799035,1.103,1,2
450063,39.1907293538873,-84.469234779887,2.206,2,4
450068,39.201979362305,-84.4692347798458,0.304,1,3
450073,39.2132293707067,-84.4692347798047,0.608,2,6
460033,39.1232306548683,-84.4714939920089,1.103,1,2
460039,39.1367306652159,-84.4714939919603,0.912,3,9
460040,39.1389806669383,-84.4714939919522,0.304,1,3
460042,39.1434806703809,-84.471493991936,0.304,1,3
460044,39.147980673821,-84.4714939919198,1.103,1,2
460048,39.1569806806934,-84.4714939918873,0.304,1,3
460051,39.1637306858407,-84.471493991863,0.141,1,4
460052,39.1659806875553,-84.471493991855,0.749,3,10
460065,39.1952307097844,-84.4714939917496,0.141,1,4
470037,39.132231970073,-84.4737532039372,20.468,3,5
470038,39.1344819718179,-84.4737532039292,0.304,1,3
470040,39.1389819753059,-84.4737532039133,0.304,1,3
470043,39.1457319805329,-84.4737532038894,1.407,2,5
470048,39.1569819892313,-84.4737532038496,0.608,2,6
470049,39.159231990969,-84.4737532038416,2.51,3,7
470058,39.1794820065786,-84.4737532037699,0.608,2,6
470061,39.18623201177,-84.473753203746,3.309,3,6
470063,39.1907320152276,-84.4737532037301,1.103,1,2
470071,39.2087320290315,-84.4737532036663,0.608,2,6
470072,39.210982030754,-84.4737532036584,6.427,8,19
470073,39.2132320324759,-84.4737532036504,1.103,1,2
470074,39.2154820341971,-84.4737532036424,1.407,2,5
480037,39.1322332347665,-84.4760124159804,1.711,3,8
480038,39.1344832365321,-84.4760124159726,0.608,2,6
480040,39.1389832400613,-84.476012415957,0.445,2,7
480044,39.1479832471116,-84.4760124159257,0.304,1,3
480057,39.1772332699515,-84.4760124158241,2.51,3,7
480064,39.1929832822032,-84.4760124157693,1.103,1,2
480065,39.1952332839507,-84.4760124157615,10.082,1,1
480066,39.1974832856976,-84.4760124157537,1.244,2,6
480067,39.1997332874439,-84.4760124157459,0.304,1,3
490038,39.1344844576354,-84.4782716280958,1.103,1,2
490039,39.1367344594203,-84.4782716280881,1.103,1,2
490041,39.1412344629879,-84.4782716280728,0.608,2,6
490045,39.1502344701151,-84.4782716280421,0.304,1,3
490053,39.1682344843371,-84.4782716279808,2.814,4,10
490055,39.1727344878858,-84.4782716279655,0.35,2,8
490057,39.1772344914319,-84.4782716279501,3.259,6,17
490058,39.1794844932039,-84.4782716279425,2.206,2,4
490060,39.1839844967459,-84.4782716279271,1.407,2,5
490066,39.1974845073556,-84.4782716278812,1.103,1,2
490067,39.1997345091216,-84.4782716278735,0.141,1,4
490070,39.2064845144153,-84.4782716278505,0.141,1,4
500036,39.1299856315178,-84.4805308403109,3.309,3,6
500048,39.1569856531376,-84.4805308402209,0.304,1,3
500060,39.1839856746592,-84.4805308401308,0.304,1,3
500062,39.1884856782365,-84.4805308401158,10.082,1,1
500064,39.1929856818111,-84.4805308401008,0.304,1,3
500065,39.1952356835974,-84.4805308400933,23.282,7,15
500066,39.197485685383,-84.4805308400858,2.51,3,7
510042,39.1434867762956,-84.4827900525408,1.103,1,2
510046,39.1524867835706,-84.4827900525115,0.608,2,6
510047,39.1547367853876,-84.4827900525042,1.149,2,7
510058,39.1794868053292,-84.4827900524235,0.141,1,4
510060,39.183986808946,-84.4827900524088,0.304,1,3
510063,39.190736814366,-84.4827900523868,1.103,1,2
510064,39.1929868161713,-84.4827900523795,0.304,1,3
510075,39.217736835984,-84.4827900522987,0.608,2,6
520034,39.1254878519124,-84.4850492649444,13.695,5,10
520035,39.1277378537555,-84.4850492649372,6.073,10,27
520036,39.1299878555979,-84.4850492649301,0.304,1,3
520040,39.1389878629605,-84.4850492649015,0.304,1,3
520042,39.1434878666376,-84.4850492648871,1.103,1,2
520043,39.1457378684751,-84.48504926488,0.141,1,4
520046,39.1524878739835,-84.4850492648585,1.898,5,17
520063,39.1907379050794,-84.4850492647368,1.103,1,2
520066,39.197487910546,-84.4850492647153,1.009,6,23
530033,39.1232388966432,-84.4873084773648,0.141,1,4
530034,39.1254888985041,-84.4873084773579,12.592,4,8
530035,39.1277389003643,-84.4873084773509,1.548,3,9
530037,39.1322389040826,-84.4873084773369,3.309,3,6
530038,39.1344889059406,-84.48730847733,24.993,10,23
530043,39.1457389152205,-84.4873084772951,0.608,2,6
530044,39.1479889170744,-84.4873084772881,1.244,2,6
530045,39.1502389189275,-84.4873084772811,0.749,3,10
530046,39.15248892078,-84.4873084772742,0.304,1,3
530049,39.1592389263331,-84.4873084772532,2.206,2,4
540033,39.1232398996106,-84.4895676898438,1.103,1,2
540034,39.1254899014879,-84.4895676898371,4.553,5,12
540035,39.1277399033645,-84.4895676898303,5.741,11,30
540036,39.1299899052403,-84.4895676898235,1.103,1,2
540038,39.1344899089899,-84.4895676898099,0.445,2,7
540039,39.1367399108636,-84.4895676898031,0.304,1,3
540042,39.1434899164806,-84.4895676897828,1.548,3,9
540043,39.1457399183515,-84.489567689776,1.357,5,16
540044,39.1479899202217,-84.4895676897692,0.749,3,10
540046,39.1524899239599,-84.4895676897556,0.046,1,5
550026,39.1074908457001,-84.4918269024319,10.082,1,1
550032,39.1209908570771,-84.4918269023924,0.304,1,3
550034,39.1254908608637,-84.4918269023792,11.489,3,6
550035,39.1277408627559,-84.4918269023726,2.206,2,4
550036,39.1299908646475,-84.491826902366,0.304,1,3
550037,39.1322408665383,-84.4918269023594,1.103,1,2
550038,39.1344908684284,-84.4918269023528,10.082,1,1
550040,39.1389908722064,-84.4918269023396,0.141,1,4
550041,39.1412408740943,-84.491826902333,1.103,1,2
550042,39.1434908759816,-84.4918269023265,2.156,5,15
550043,39.1457408778681,-84.4918269023199,0.608,2,6
550044,39.1479908797539,-84.4918269023133,1.103,1,2
550045,39.150240881639,-84.4918269023067,0.304,1,3
550046,39.1524908835233,-84.4918269023001,1.103,1,2
550049,39.1592408891722,-84.4918269022803,0.304,1,3
560031,39.1187417709056,-84.4940861150006,0.141,1,4
560032,39.120991772815,-84.4940861149942,0.304,1,3
560033,39.1232417747236,-84.4940861149879,0.304,1,3
560034,39.1254917766315,-84.4940861149815,0.608,2,6
560035,39.1277417785387,-84.4940861149751,1.407,2,5
560037,39.1322417823509,-84.4940861149623,10.128,2,6
560039,39.1367417861603,-84.4940861149495,10.386,2,4
560040,39.1389917880638,-84.4940861149431,3.118,5,13
560041,39.1412417899667,-84.4940861149367,1.689,4,13
560044,39.147991795671,-84.4940861149176,0.304,1,3
560045,39.150241797571,-84.4940861149112,0.304,1,3
570036,39.1299926526335,-84.4963453276287,1.407,2,5
570038,39.1344926564727,-84.4963453276164,14.231,11,32
570039,39.1367426583912,-84.4963453276102,2.156,5,15
570040,39.1389926603091,-84.496345327604,1.757,4,13
570043,39.1457426660581,-84.4963453275854,3.895,6,17
570045,39.1502426698872,-84.4963453275731,1.103,1,2
580023,39.1007434560103,-84.4986045404209,1.407,2,5
580024,39.1029934579533,-84.498604540415,2.51,3,7
580027,39.109743463778,-84.4986045403971,2.347,3,8
580028,39.111993465718,-84.4986045403911,0.304,1,3
580035,39.1277434792782,-84.4986045403493,1.852,4,12
580036,39.1299934812124,-84.4986045403433,0.912,3,9
580037,39.1322434831459,-84.4986045403374,0.445,2,7
580038,39.1344934850787,-84.4986045403314,13.2,6,14
580039,39.1367434870107,-84.4986045403254,1.407,2,5
580041,39.1412434908726,-84.4986045403135,0.304,1,3
580042,39.1434934928025,-84.4986045403075,1.103,1,2
580043,39.1457434947316,-84.4986045403015,10.223,2,5
580044,39.14799349666,-84.4986045402955,0.304,1,3
580049,39.159243506291,-84.4986045402657,0.304,1,3
590023,39.1007442408128,-84.5008637531845,1.103,1,2
590031,39.1187442564393,-84.5008637531385,0.141,1,4
590032,39.1209942583893,-84.5008637531327,3.591,5,14
590033,39.1232442603385,-84.5008637531269,21.549,5,12
590034,39.125494262287,-84.5008637531212,3.118,5,13
590035,39.1277442642348,-84.5008637531154,2.347,3,8
590036,39.1299942661819,-84.5008637531097,2.814,4,10
590037,39.1322442681282,-84.5008637531039,1.103,1,2
590038,39.1344942700738,-84.5008637530982,13.454,10,28
590039,39.1367442720186,-84.5008637530924,15.71,9,21
590040,39.1389942739627,-84.5008637530866,0.912,3,9
590041,39.1412442759061,-84.5008637530809,6.618,6,12
590042,39.1434942778487,-84.5008637530751,1.103,1,2
590060,39.1839943126904,-84.5008637529715,0.141,1,4
600022,39.0984949800464,-84.5031229660025,1.407,2,5
600023,39.1007449820152,-84.503122965997,0.304,1,3
600025,39.1052449859506,-84.5031229659859,0.304,1,3
600027,39.1097449898829,-84.5031229659748,2.51,3,7
600028,39.111994991848,-84.5031229659693,0.304,1,3
600030,39.1164949957759,-84.5031229659582,0.608,2,6
600031,39.1187449977388,-84.5031229659527,1.453,3,10
600032,39.1209949997009,-84.5031229659471,0.304,1,3
600033,39.1232450016623,-84.5031229659416,2.814,4,10
600034,39.1254950036229,-84.503122965936,2.814,4,10
600035,39.1277450055828,-84.5031229659305,3.309,3,6
600036,39.129995007542,-84.503122965925,1.407,2,5
600038,39.1344950114581,-84.5031229659139,0.282,2,8
600039,39.136745013415,-84.5031229659084,3.096,6,18
600047,39.1547450290438,-84.5031229658641,1.244,2,6
610021,39.0962456756563,-84.5053821788661,1.103,1,2
610022,39.0984956776372,-84.5053821788608,14.14,7,17
610023,39.1007456796175,-84.5053821788555,1.357,5,16
610024,39.1029956815969,-84.5053821788502,0.304,1,3
610026,39.1074956855537,-84.5053821788396,0.304,1,3
610027,39.1097456875309,-84.5053821788343,2.814,4,10
610028,39.1119956895074,-84.5053821788289,0.304,1,3
610033,39.1232456993788,-84.5053821788024,10.082,1,1
610034,39.1254957013508,-84.5053821787971,1.103,1,2
610035,39.1277457033221,-84.5053821787918,1.103,1,2
610036,39.1299957052926,-84.5053821787865,2.206,2,4
610037,39.1322457072624,-84.5053821787812,0.304,1,3
610038,39.1344957092315,-84.5053821787758,1.453,3,10
610039,39.1367457111998,-84.5053821787705,3.705,6,19
610040,39.1389957131674,-84.5053821787652,11.185,2,3
610041,39.1412457151342,-84.5053821787599,1.103,1,2
610042,39.1434957171003,-84.5053821787546,1.103,1,2
610044,39.1479957210302,-84.505382178744,0.304,1,3
610047,39.1547457269195,-84.5053821787281,1.407,2,5
610048,39.1569957288811,-84.5053821787227,0.491,3,12
610049,39.159245730842,-84.5053821787174,2.488,4,12
610050,39.1614957328021,-84.5053821787121,0.608,2,6
620021,39.0962463296369,-84.5076413917675,1.103,1,2
620022,39.0984963316286,-84.5076413917624,1.385,3,10
620023,39.1007463336196,-84.5076413917573,10.386,2,4
620024,39.1029963356098,-84.5076413917523,2.955,5,14
620025,39.1052463375992,-84.5076413917472,13.695,5,10
620026,39.1074963395879,-84.5076413917421,1.52,5,15
620027,39.1097463415759,-84.507641391737,1.103,1,2
620032,39.1209963515045,-84.5076413917116,1.103,1,2
620033,39.123246353488,-84.5076413917065,1.103,1,2
620034,39.1254963554707,-84.5076413917015,2.51,3,7
620035,39.1277463574527,-84.5076413916964,24.88,7,13
620036,39.1299963594339,-84.5076413916913,11.185,2,3
620037,39.1322463614144,-84.5076413916862,0.141,1,4
620040,39.1389963673513,-84.507641391671,1.103,1,2
620042,39.1434963713055,-84.5076413916608,0.046,1,5
620045,39.1502463772312,-84.5076413916456,0.304,1,3
620048,39.1569963831502,-84.5076413916303,0.304,1,3
620050,39.1614963870924,-84.5076413916202,2.206,2,4
630020,39.0939969380164,-84.5099006047143,0.304,1,3
630021,39.0962469400188,-84.5099006047094,13.836,6,14
630022,39.0984969420206,-84.5099006047046,4.171,9,26
630023,39.1007469440215,-84.5099006046997,4.503,8,23
630024,39.1029969460217,-84.5099006046949,3.563,7,20
630025,39.1052469480212,-84.50990060469,15.144,12,36
630026,39.1074969500199,-84.5099006046852,17.421,12,29
630027,39.1097469520179,-84.5099006046804,10.69,3,7
630028,39.1119969540151,-84.5099006046755,0.141,1,4
630029,39.1142469560116,-84.5099006046706,1.407,2,5
630030,39.1164969580073,-84.5099006046658,0.141,1,4
630031,39.1187469600022,-84.509900604661,0.304,1,3
630032,39.1209969619964,-84.5099006046561,12.429,4,9
630034,39.1254969659826,-84.5099006046464,10.082,1,1
630035,39.1277469679745,-84.5099006046416,28.139,13,30
630036,39.1299969699657,-84.5099006046367,2.955,5,14
630037,39.1322469719562,-84.5099006046319,11.63,4,10
630038,39.1344969739458,-84.509900604627,0.304,1,3
630039,39.1367469759348,-84.5099006046222,1.103,1,2
630040,39.138996977923,-84.5099006046173,0.912,3,9
630041,39.1412469799104,-84.5099006046125,0.141,1,4
630042,39.1434969818971,-84.5099006046077,0.564,4,16
630044,39.1479969858682,-84.509900604598,0.304,1,3
630045,39.1502469878526,-84.5099006045931,0.141,1,4
630046,39.1524969898362,-84.5099006045883,0.282,2,8
630051,39.1637469997433,-84.509900604564,0.304,1,3
630057,39.1772470116069,-84.5099006045349,1.993,5,16
630058,39.1794970135816,-84.5099006045301,2.46,6,18
630059,39.1817470155554,-84.5099006045252,0.608,2,6
630061,39.1862470195009,-84.5099006045155,1.103,1,2
640022,39.0984975088131,-84.5121598176844,2.623,6,17
640023,39.1007475108233,-84.5121598176799,8.724,14,38
640024,39.1029975128329,-84.5121598176752,28.421,15,38
640025,39.1052475148416,-84.5121598176706,4.03,8,22
640026,39.1074975168496,-84.512159817666,8.138,11,27
640027,39.1097475188569,-84.5121598176614,6.073,10,27
640028,39.1119975208634,-84.5121598176568,2.764,7,21
640029,39.1142475228691,-84.5121598176522,0.608,2,6
640030,39.1164975248741,-84.5121598176476,0.141,1,4
640031,39.1187475268783,-84.512159817643,1.216,4,12
640032,39.1209975288818,-84.5121598176384,3.309,3,6
640035,39.1277475348877,-84.5121598176245,6.872,10,26
640036,39.1299975368881,-84.5121598176199,14.303,7,16
640037,39.1322475388878,-84.5121598176153,1.711,3,8
640040,39.1389975448823,-84.5121598176015,0.304,1,3
640044,39.1479975528645,-84.512159817583,1.548,3,9
640045,39.1502475548581,-84.5121598175784,1.407,2,5
640052,39.1659975687925,-84.5121598175462,1.103,1,2
640055,39.172747574753,-84.5121598175323,0.304,1,3
640058,39.1794975807067,-84.5121598175185,0.141,1,4
640062,39.1884975886344,-84.5121598175,1.711,3,8
650021,39.0962480299865,-84.5144190307036,0.304,1,3
650022,39.0984980320062,-84.5144190306992,2.623,6,17
650023,39.100748034025,-84.5144190306949,2.319,5,14
650024,39.1029980360431,-84.5144190306905,1.993,5,16
650025,39.1052480380605,-84.5144190306861,14.748,9,23
650026,39.107498040077,-84.5144190306818,20.777,21,60
650027,39.1097480420928,-84.5144190306774,5.324,7,17
650028,39.1119980441079,-84.5144190306731,17.844,15,41
650029,39.1142480461222,-84.5144190306687,14.607,8,19
650030,39.1164980481358,-84.5144190306643,1.711,3,8
650032,39.1209980521606,-84.5144190306556,1.407,2,5
650033,39.1232480541718,-84.5144190306512,11.185,2,3
650035,39.1277480581921,-84.5144190306425,7.367,9,22
650036,39.1299980602011,-84.5144190306381,1.103,1,2
650038,39.1344980642168,-84.5144190306294,2.206,2,4
650041,39.1412480702347,-84.5144190306163,1.216,4,12
650045,39.1502480782478,-84.5144190305988,0.141,1,4
650051,39.1637480902448,-84.5144190305725,2.51,3,7
650054,39.1704980962331,-84.5144190305595,0.141,1,4
650060,39.1839981081891,-84.5144190305332,0.608,2,6
650061,39.1862481101791,-84.5144190305288,0.304,1,3
650062,39.1884981121684,-84.5144190305245,1.103,1,2
650063,39.1907481141569,-84.5144190305201,1.244,2,6
660021,39.0962485095723,-84.5166782437503,0.304,1,3
660022,39.0984985115998,-84.5166782437462,1.407,2,5
660023,39.1007485136265,-84.516678243742,0.608,2,6
660024,39.1029985156525,-84.5166782437379,1.711,3,8
660025,39.1052485176777,-84.5166782437338,1.548,3,9
660026,39.1074985197021,-84.5166782437297,14.444,8,20
660027,39.1097485217258,-84.5166782437256,1.711,3,8
660028,39.1119985237487,-84.5166782437214,2.015,4,11
660029,39.1142485257709,-84.5166782437173,0.586,3,11
660030,39.1164985277923,-84.5166782437132,3.754,5,13
660031,39.1187485298129,-84.5166782437091,0.445,2,7
660033,39.1232485338519,-84.5166782437008,0.141,1,4
660035,39.1277485378878,-84.5166782436926,4.594,12,38
660036,39.1299985399047,-84.5166782436884,1.103,1,2
660043,39.1457485540011,-84.5166782436596,0.304,1,3
660044,39.1479985560118,-84.5166782436554,1.103,1,2
660052,39.1659985720701,-84.5166782436224,1.407,2,5
660055,39.1727485780795,-84.51667824361,20.468,3,5
660062,39.1884985920745,-84.5166782435811,0.304,1,3
660063,39.1907485940707,-84.516678243577,1.407,2,5
670022,39.098498947594,-84.5189374568225,1.103,1,2
670023,39.1007489496279,-84.5189374568186,3.309,3,6
670024,39.102998951661,-84.5189374568147,1.407,2,5
670025,39.1052489536934,-84.5189374568108,10.527,3,8
670026,39.1074989557249,-84.5189374568069,1.407,2,5
