REQUESTID,STRSEGID,REQUESTTYP,Request type cleaned,REQUESTDAT,Day,COMMENTS,USERTYPE,NEAR_INTER,NEAR_STR,SNA_NAME,STRSEGID,Additional_COMMENTS,,,,,,,,,,,,,
162,1163046781211642445806,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,There is no safe way to walk from Sayler Park to Fernbank Park over River Road/Rt 50.,walks,RIVER RD & WILKENS SHORT RD,River Rd,Sayler Park,1163046781211642445806,"I agree! Dangerous to enter the park on foot. We drive there, even though it's easy walking distance.",,,,,,,,,,,,,
162,1163046781211642445806,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,There is no safe way to walk from Sayler Park to Fernbank Park over River Road/Rt 50.,walks,RIVER RD & WILKENS SHORT RD,River Rd,Sayler Park,1163046781211642445806,Very dangerous crossing here,,,,,,,,,,,,,
162,1163046781211642445806,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,There is no safe way to walk from Sayler Park to Fernbank Park over River Road/Rt 50.,walks,RIVER RD & WILKENS SHORT RD,River Rd,Sayler Park,1163046781211642445806,I agree - it dangerous to walk across.,,,,,,,,,,,,,
162,1163046781211642445806,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,There is no safe way to walk from Sayler Park to Fernbank Park over River Road/Rt 50.,walks,RIVER RD & WILKENS SHORT RD,River Rd,Sayler Park,1163046781211642445806,X 5. My wife and kids and myself love living close to fernbank but hate having to play frogger with speeding cars to enjoy the park. A crosswalk or stop light is long overdue.,,,,,,,,,,,,,
162,1163046781211642445806,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,There is no safe way to walk from Sayler Park to Fernbank Park over River Road/Rt 50.,walks,RIVER RD & WILKENS SHORT RD,River Rd,Sayler Park,1163046781211642445806,I walk my dog to the park from my neighborhood and it would be very helpful to have a crosswalk here. ~Tammy Johnson,,,,,,,,,,,,,
153,1156632242911568372081,Double Parking,Double Parking,2/7/2018,Wed,Too little approved parking for residential and businesses.,walks,TWAIN AV & GRACELY DR,Gracely Dr,Sayler Park,1156632242911568372081,I agree,,,,,,,,,,,,,
153,1156632242911568372081,Double Parking,Double Parking,2/7/2018,Wed,Too little approved parking for residential and businesses.,walks,TWAIN AV & GRACELY DR,Gracely Dr,Sayler Park,1156632242911568372081,I agree!,,,,,,,,,,,,,
163,1172611972211630678597,Speeding,Speeding,2/7/2018,Wed,"This is a long part of residential road with no stops, people drive too fast on this section of road.",walks,KIBBY LN & GRACELY DR,Gracely Dr,Sayler Park,1172611972211630678597,I agree!,,,,,,,,,,,,,
351,3349401628333401116790,Walk signal is too short,Walk signal is too short,2/7/2018,Wed,It is difficult to get completely across this intersection before the walk signal ends.,walks,US 27 & E PETE ROSE WY,E Pete Rose Wy,Downtown,3349401628333401116790,Agree!!,,,,,,,,,,,,,
351,3349401628333401116790,Walk signal is too short,Walk signal is too short,2/7/2018,Wed,It is difficult to get completely across this intersection before the walk signal ends.,walks,US 27 & E PETE ROSE WY,E Pete Rose Wy,Downtown,3349401628333401116790,The intersection is dangerous for pedestrians.   Drivers turning left onto Mehring Way do not notice pedestrians or driv within feet of pedestrians as they cross the street.  I understsnd pedestrians have been hit in this intersection.,,,,,,,,,,,,,
351,3349401628333401116790,Walk signal is too short,Walk signal is too short,2/7/2018,Wed,It is difficult to get completely across this intersection before the walk signal ends.,walks,US 27 & E PETE ROSE WY,E Pete Rose Wy,Downtown,3349401628333401116790,Agreed,,,,,,,,,,,,,
351,3349401628333401116790,Walk signal is too short,Walk signal is too short,2/7/2018,Wed,It is difficult to get completely across this intersection before the walk signal ends.,walks,US 27 & E PETE ROSE WY,E Pete Rose Wy,Downtown,3349401628333401116790,This is absolutely true. And the intersection is so wide.,,,,,,,,,,,,,
351,3349401628333401116790,Walk signal is too short,Walk signal is too short,2/7/2018,Wed,It is difficult to get completely across this intersection before the walk signal ends.,walks,US 27 & E PETE ROSE WY,E Pete Rose Wy,Downtown,3349401628333401116790,Agreed!,,,,,,,,,,,,,
355,1157585204011577931752,""" src=""images/13 - Roadway issue.png""></span>&nbsp;Parking on the sidewalk",Parking on the sidewalk,2/7/2018,Wed,,walks,ZINN PL & ROCKAWAY AV,Revere Av,Sayler Park,1157585204011577931752,,,,,,,,,,,,,,
352,4252723603642532336070,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,"There should be a left turn signal at Brotherton. I constantly see people speeding to beat the red light or an oncoming car at the intersection of Ridge and Brotherton, which puts pedestrians crossing properly at risk.",drives,RIDGE AV & BROTHERTON RD,Brotherton Rd,Oakley,4252723603642532336070,"Agree. Both for pedestrians and for general traffic flow, there should be a turn light or leading green on Ridge at Brotherton.",,,,,,,,,,,,,
352,4252723603642532336070,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,"There should be a left turn signal at Brotherton. I constantly see people speeding to beat the red light or an oncoming car at the intersection of Ridge and Brotherton, which puts pedestrians crossing properly at risk.",drives,RIDGE AV & BROTHERTON RD,Brotherton Rd,Oakley,4252723603642532336070,I agree,,,,,,,,,,,,,
356,4282199577542822215895,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,Vehicles do not see pedestrians turning right on Woodford Rd to Ridge Rd.,walks,RIDGE AV & WOODFORD RD,Ridge Av,Pleasant Ridge,4282199577542822215895,agree,,,,,,,,,,,,,
357,2383297554623834955237,Other,Other,2/7/2018,Wed,"parking meters needed, with various limits based on nature of nearby businesses, with credit card and mobile options and enforcement to allow for customer use versus all-day use of prime business district spots",drives,MONTANA AV & HARRISON AV,Harrison Av,Westwood,2383297554623834955237,,,,,,,,,,,,,,
369,4231616632242316686013,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,,walks,LINWOOD AV & VAN DYKE AV,Van Dyke Av,Mt. Lookout,4231616632242316686013,agree,,,,,,,,,,,,,
369,4231616632242316686013,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,,walks,LINWOOD AV & VAN DYKE AV,Van Dyke Av,Mt. Lookout,4231616632242316686013,A crosswalk or light would be great in this location. This is a very busy intersection all day long. There are lots of runnners and school kids that use this intersection. A metro bus stop is here and does transport Walnut Hills High School Students,,,,,,,,,,,,,
369,4231616632242316686013,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,,walks,LINWOOD AV & VAN DYKE AV,Van Dyke Av,Mt. Lookout,4231616632242316686013,agree,,,,,,,,,,,,,
369,4231616632242316686013,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,,walks,LINWOOD AV & VAN DYKE AV,Van Dyke Av,Mt. Lookout,4231616632242316686013,Bus stops on both sides. Crazy cross traffic. Needs a light!,,,,,,,,,,,,,
369,4231616632242316686013,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,,walks,LINWOOD AV & VAN DYKE AV,Van Dyke Av,Mt. Lookout,4231616632242316686013,Agree. Cars drive too fast for pedestrians to cross safely,,,,,,,,,,,,,
370,4230932688542312226418,Accessibility issue,Accessibility issue,2/7/2018,Wed,The sidewalk is narrow and homeowners here often leave their recycling and garbage bins out all week,walks,LINWOOD AV & ELLISON AV,Linwood Av,Mt. Lookout,4230932688542312226418,Agree. I frequently have to move the trash/recycling cans when walking with my young kids. It makes us much less likely to go to the square because I worry IΓÇÖll have to let go of a hand or walk around the cans putting us too close to the busy stree,,,,,,,,,,,,,
370,4230932688542312226418,Accessibility issue,Accessibility issue,2/7/2018,Wed,The sidewalk is narrow and homeowners here often leave their recycling and garbage bins out all week,walks,LINWOOD AV & ELLISON AV,Linwood Av,Mt. Lookout,4230932688542312226418,agree,,,,,,,,,,,,,
370,4230932688542312226418,Accessibility issue,Accessibility issue,2/7/2018,Wed,The sidewalk is narrow and homeowners here often leave their recycling and garbage bins out all week,walks,LINWOOD AV & ELLISON AV,Linwood Av,Mt. Lookout,4230932688542312226418,"sidewalk is too narrow, people leave their garbage bins blocking the sidewalk",,,,,,,,,,,,,
370,4230932688542312226418,Accessibility issue,Accessibility issue,2/7/2018,Wed,The sidewalk is narrow and homeowners here often leave their recycling and garbage bins out all week,walks,LINWOOD AV & ELLISON AV,Linwood Av,Mt. Lookout,4230932688542312226418,Vehicles run red lights with pedestrians in crosswalk.,,,,,,,,,,,,,
358,4283012689142834277173,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,A crosswalk and light is needed at this intersection. I believe it would slow down the traffic coming down Montgomery Rd into Pleasant Ridge.,walks,MONTGOMERY RD & GRAND VISTA AV,Montgomery Rd,Pleasant Ridge,4283012689142834277173,,,,,,,,,,,,,,
359,3350899794133512527675,Jaywalking,Jaywalking,2/7/2018,Wed,,drives,EGGLESTON AV & E 3RD ST,Eggleston Av,East End,3350899794133512527675,,,,,,,,,,,,,,
360,4693231264046939362144,""" src=""images/06 - Speeding.png""></span>&nbsp;Speeding",Speeding,2/7/2018,Wed,"Parking is permitted-GREAT when people do it-buffers the cars, which travel at high rates of speed-makes walking so much easier, but ppl rarely use it. Need signage/awareness campaign",walks,MORROW ST & MEARS AV,Beechmont Av,Mt. Washington,4693231264046939362144,Totally different pedestrian climate when cars parked.  Feels like walking in Hyde Park/areas like that.  Needs to be encouraged,,,,,,,,,,,,,
371,3349309683733497696530,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,Mornings and afternoons are very congested and many people walking to parking lots or to work. cars speed off of the highway ramp and do not yield to pedestrians when turning,walks,I-71 SB EXWY & US 27,Broadway,Downtown,3349309683733497696530,Super Dangerous spot!! Walk light is to short and cars are doing over 60 mph when they are getting off the highway going onto 3rd street. Also many cars run red lights going south on Broadway.,,,,,,,,,,,,,
372,4702974351647029823159,""" src=""images/06 - Speeding.png""></span>&nbsp;Speeding",Speeding,2/7/2018,Wed,Ppl go WAY too fast through NBD.  Need to encourage onstreet parking (and allow it more places)- and stop high rate of speed.,walks,CAMPUS LN & BEECHMONT AV,Beechmont Av,Mt. Washington,4702974351647029823159,Cars will honk and yell if you park here on weekends- even though it is legal,,,,,,,,,,,,,
373,4555041046445657868403,Speeding,Speeding,2/7/2018,Wed,"Need speed bumps along the big hill. Parking for the valley trail, cars speed along here",walks,DEEPWOODS LN & DEEPWOODS LN TERM E OF CUSTER AV,Observatory Av,Mt. Lookout,4555041046445657868403,"agree, this is a park. Slow down the traffic",,,,,,,,,,,,,
373,4555041046445657868403,Speeding,Speeding,2/7/2018,Wed,"Need speed bumps along the big hill. Parking for the valley trail, cars speed along here",walks,DEEPWOODS LN & DEEPWOODS LN TERM E OF CUSTER AV,Observatory Av,Mt. Lookout,4555041046445657868403,Agreed,,,,,,,,,,,,,
361,4693980211146944981749,""" src=""images/C.png""></span>&nbsp;Crosswalk Needed",Crosswalk Needed,2/7/2018,Wed,"Please make this a 4-sided crosswalk by adding crosswalk to west side.  People always cross there anyway.  Please make it ""legal"" for them to do so.",walks,BEECHMONT AV & BEACON ST,Beechmont Av,Mt. Washington,4693980211146944981749,,,,,,,,,,,,,,
362,4233106780542332467896,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk,walks,HERSCHEL AV & HARDISTY AV,Herschel Av,Mt. Lookout,4233106780542332467896,"really poor behaviors at all tmes of the day, but particularly in the early AM",,,,,,,,,,,,,
362,4233106780542332467896,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk,walks,HERSCHEL AV & HARDISTY AV,Herschel Av,Mt. Lookout,4233106780542332467896,slow and go thru stop signs. Kids walk to/from school,,,,,,,,,,,,,
362,4233106780542332467896,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk,walks,HERSCHEL AV & HARDISTY AV,Herschel Av,Mt. Lookout,4233106780542332467896,I agree.  This is an issue going in both directions.,,,,,,,,,,,,,
362,4233106780542332467896,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk,walks,HERSCHEL AV & HARDISTY AV,Herschel Av,Mt. Lookout,4233106780542332467896,Agree!,,,,,,,,,,,,,
362,4233106780542332467896,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk,walks,HERSCHEL AV & HARDISTY AV,Herschel Av,Mt. Lookout,4233106780542332467896,"again this mroning, almost run over by a vehicle completely ignoring the stop sign and me - a pedestrian - in the cross walk",,,,,,,,,,,,,
362,4233106780542332467896,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk,walks,HERSCHEL AV & HARDISTY AV,Herschel Av,Mt. Lookout,4233106780542332467896,just a mater of time until there si a seriouse vehicle-pedestrian accident here,,,,,,,,,,,,,
362,4233106780542332467896,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk,walks,HERSCHEL AV & HARDISTY AV,Herschel Av,Mt. Lookout,4233106780542332467896,Yes - a big problem,,,,,,,,,,,,,
362,4233106780542332467896,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk,walks,HERSCHEL AV & HARDISTY AV,Herschel Av,Mt. Lookout,4233106780542332467896,"This is a huge problem, near misses happen daily.  The police bow through this stop sign too.",,,,,,,,,,,,,
363,4233046713342330707387,Speeding,Speeding,2/7/2018,Wed,Drivers speed along Herschel,walks,HERSCHEL AV & LAMBERT PL,Herschel Av,Mt. Lookout,4233046713342330707387,agree,,,,,,,,,,,,,
363,4233046713342330707387,Speeding,Speeding,2/7/2018,Wed,Drivers speed along Herschel,walks,HERSCHEL AV & LAMBERT PL,Herschel Av,Mt. Lookout,4233046713342330707387,agree. kids walk to/from school here,,,,,,,,,,,,,
363,4233046713342330707387,Speeding,Speeding,2/7/2018,Wed,Drivers speed along Herschel,walks,HERSCHEL AV & LAMBERT PL,Herschel Av,Mt. Lookout,4233046713342330707387,agree,,,,,,,,,,,,,
363,4233046713342330707387,Speeding,Speeding,2/7/2018,Wed,Drivers speed along Herschel,walks,HERSCHEL AV & LAMBERT PL,Herschel Av,Mt. Lookout,4233046713342330707387,crazy speeds,,,,,,,,,,,,,
363,4233046713342330707387,Speeding,Speeding,2/7/2018,Wed,Drivers speed along Herschel,walks,HERSCHEL AV & LAMBERT PL,Herschel Av,Mt. Lookout,4233046713342330707387,"Terrible, especially early in the AM",,,,,,,,,,,,,
374,4702936513047029394843,""" src=""images/C.png""></span>&nbsp;Crosswalk Needed",Crosswalk Needed,2/7/2018,Wed,People cross here DAILY- needs a crosswalk ASAP.  Closest crosswalk is Corbly one direction and bottom of hill-Redfield/Ranchvale- other direction,drives,BEECHMONT AV & ROXBURY ST,Beechmont Av,Mt. Washington,4702936513047029394843,Once the stoplight at Corbly turns green THE RACE BEGINS!! Some cars hit near 50mph when they reach this intersection - -  I agree a stoplight or something is needed here!!,,,,,,,,,,,,,
374,4702936513047029394843,""" src=""images/C.png""></span>&nbsp;Crosswalk Needed",Crosswalk Needed,2/7/2018,Wed,People cross here DAILY- needs a crosswalk ASAP.  Closest crosswalk is Corbly one direction and bottom of hill-Redfield/Ranchvale- other direction,drives,BEECHMONT AV & ROXBURY ST,Beechmont Av,Mt. Washington,4702936513047029394843,"With the heavy traffic of both vehicles and pedestrians, this intersection NEEDS A STOPLIGHT - More people cross near here than the one at Kroger's exit. This is also a metro bus stop corner with multiple businesses.",,,,,,,,,,,,,
374,4702936513047029394843,""" src=""images/C.png""></span>&nbsp;Crosswalk Needed",Crosswalk Needed,2/7/2018,Wed,People cross here DAILY- needs a crosswalk ASAP.  Closest crosswalk is Corbly one direction and bottom of hill-Redfield/Ranchvale- other direction,drives,BEECHMONT AV & ROXBURY ST,Beechmont Av,Mt. Washington,4702936513047029394843,It's like a game of Frogger- especially at rush hour.,,,,,,,,,,,,,
375,4711990786847127787240,""" src=""images/14 - Other issue.png""></span>&nbsp;Other",Other,2/7/2018,Wed,Buses and cars constantly drive in this bike lane to avoid the potholes/drive faster up the hill.,bikes,BEECHMONT AV & REDFIELD PL,Beechmont Av,Mt. Washington,4711990786847127787240,"Agree. They need to re-pave the street and not just patch the potholes. Once the patches fail, cars dodge the potholes by driving on the bike lane.",,,,,,,,,,,,,
375,4711990786847127787240,""" src=""images/14 - Other issue.png""></span>&nbsp;Other",Other,2/7/2018,Wed,Buses and cars constantly drive in this bike lane to avoid the potholes/drive faster up the hill.,bikes,BEECHMONT AV & REDFIELD PL,Beechmont Av,Mt. Washington,4711990786847127787240,"Sometimes people park in the bike lane, sometimes buses and cars drive right up it.  Needs some type of buffer from street.",,,,,,,,,,,,,
376,4231616632242316456596,Parking on the sidewalk,Parking on the sidewalk,2/7/2018,Wed,"The sidewalk is at the same elevation as the roadway, cars often drive on the sidewalk or park on the sidewalk",walks,GRISCHY LN & VANDYKE DR,Vandyke Dr,Mt. Lookout,4231616632242316456596,agree - very unsafe for walkers especially to/from school,,,,,,,,,,,,,
376,4231616632242316456596,Parking on the sidewalk,Parking on the sidewalk,2/7/2018,Wed,"The sidewalk is at the same elevation as the roadway, cars often drive on the sidewalk or park on the sidewalk",walks,GRISCHY LN & VANDYKE DR,Vandyke Dr,Mt. Lookout,4231616632242316456596,"As someone who parks here everyday, cars parking on the sidewalk is very rare. There is house construction and service vehicles, but this will be completed soon.",,,,,,,,,,,,,
377,3714385334137146153657,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,Cars do not stop/yield to pedestrians at the crosswalk by the twin lakes. Cross walk needs better marking.  Also would be good to add a few other crosswalks in the Park.,walks,PARK AV & LURAY AV,Park Av,Walnut Hills,3714385334137146153657,,,,,,,,,,,,,,
378,4702961404847032894089,""" src=""images/14 - Other issue.png""></span>&nbsp;Other",Other,2/7/2018,Wed,"Need more on-street parking, with development of Ramundo's, Sweets and Meats, and Water Tower Wines.  MW becoming more ""walkable"" and needs more facilities to support that.",drives,CORBLY ST & SALVADOR ST,Corbly St,Mt. Washington,4702961404847032894089,I had dinner at Ramundo's on Friday and had to go around the block several times.  There are a couple decapitated meters here... people honk when you park at them,,,,,,,,,,,,,
378,4702961404847032894089,""" src=""images/14 - Other issue.png""></span>&nbsp;Other",Other,2/7/2018,Wed,"Need more on-street parking, with development of Ramundo's, Sweets and Meats, and Water Tower Wines.  MW becoming more ""walkable"" and needs more facilities to support that.",drives,CORBLY ST & SALVADOR ST,Corbly St,Mt. Washington,4702961404847032894089,"I agree that there needs to be more parking here- especially on the Kroger side.  There's just a big wall, and the street is pretty wide.  People often circle the block looking for parking at Ramundo's- and events like Pumpkin Chuck always need more.",,,,,,,,,,,,,
378,4702961404847032894089,""" src=""images/14 - Other issue.png""></span>&nbsp;Other",Other,2/7/2018,Wed,"Need more on-street parking, with development of Ramundo's, Sweets and Meats, and Water Tower Wines.  MW becoming more ""walkable"" and needs more facilities to support that.",drives,CORBLY ST & SALVADOR ST,Corbly St,Mt. Washington,4702961404847032894089,I do not agree with more parking in this area on Corby -it's too close to the Beechmont intersection - -,,,,,,,,,,,,,
379,3813468210538136792537,""" src=""images/05 - Red light running.png""></span>&nbsp;Vehicles run red lights or stop signs",Vehicles run red lights or stop signs,2/7/2018,Wed,Traffic calming from Summit Road to Losantiville Avenue on Reading Road might improve the safety for all travelers at the Reading Road and Section Road Intersection where BOTH Speeding AND Running Red Lights are a problem.,travels (other),READING RD & SECTION RD,Reading Rd,Roselawn,3813468210538136792537,,,,,,,,,,,,,,
364,4694498174946945442030,""" src=""images/05 - Red light running.png""></span>&nbsp;Vehicles run red lights or stop signs",Vehicles run red lights or stop signs,2/7/2018,Wed,"Beechmont traffic CONSTANTLY runs this traffic light (inbound), especially at morning rush hour.  The light is more of a ""suggested"" stop- dangerous for Beacon and Honeysuckle traffic.",drives,BEECHMONT AV & BEACON ST,Honeysuckle Ln,Mt. Washington,4694498174946945442030,"Also hard to turn left into Honeysuckle because cars are going so fast coming from Anderson, and left turning cars not aligned.",,,,,,,,,,,,,
364,4694498174946945442030,""" src=""images/05 - Red light running.png""></span>&nbsp;Vehicles run red lights or stop signs",Vehicles run red lights or stop signs,2/7/2018,Wed,"Beechmont traffic CONSTANTLY runs this traffic light (inbound), especially at morning rush hour.  The light is more of a ""suggested"" stop- dangerous for Beacon and Honeysuckle traffic.",drives,BEECHMONT AV & BEACON ST,Honeysuckle Ln,Mt. Washington,4694498174946945442030,Hard to turn out of Honeysuckle at morning rush hour.  Cars going too fast from Anderson area and run red light.,,,,,,,,,,,,,
365,3707295587537075225841,Speeding,Speeding,2/7/2018,Wed,"Cars speed excessively, well beyond the speed limit, both directions, but especially downhill. Multiple cars and other property have been damaged by speeders who have lost control of their vehicles.",walks,E MCMILLAN ST & INGLESIDE AV,E McMillan St,East Walnut Hills,3707295587537075225841,Agreed!,,,,,,,,,,,,,
365,3707295587537075225841,Speeding,Speeding,2/7/2018,Wed,"Cars speed excessively, well beyond the speed limit, both directions, but especially downhill. Multiple cars and other property have been damaged by speeders who have lost control of their vehicles.",walks,E MCMILLAN ST & INGLESIDE AV,E McMillan St,East Walnut Hills,3707295587537075225841,Agreed!,,,,,,,,,,,,,
365,3707295587537075225841,Speeding,Speeding,2/7/2018,Wed,"Cars speed excessively, well beyond the speed limit, both directions, but especially downhill. Multiple cars and other property have been damaged by speeders who have lost control of their vehicles.",walks,E MCMILLAN ST & INGLESIDE AV,E McMillan St,East Walnut Hills,3707295587537075225841,Agreed.,,,,,,,,,,,,,
380,3303238120033034331181,Long wait for walk signal,Long wait for walk signal,2/7/2018,Wed,,travels (other),LINN ST & DERRICK TURNBOW AV,Derrick Turnbow Av,West End,3303238120033034331181,,,,,,,,,,,,,,
381,4231009701042310407145,Speeding,Speeding,2/7/2018,Wed,"Consider traffic calming in the square, don't need 4 lanes of traffic each way",drives,DELTA AV & LOOKOUT LN,Delta Av,Mt. Lookout,4231009701042310407145,Speeding through the square both ways is out of control.,,,,,,,,,,,,,
381,4231009701042310407145,Speeding,Speeding,2/7/2018,Wed,"Consider traffic calming in the square, don't need 4 lanes of traffic each way",drives,DELTA AV & LOOKOUT LN,Delta Av,Mt. Lookout,4231009701042310407145,There needs to be traffic calming. Cars go too fast in both directions,,,,,,,,,,,,,
382,2892347619128924536019,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,"There is no crosswalk anywhere near the entrance to Mt. Echo Park from Elberon, and traffic whizzes by in both directions.",walks,ELBERON AV & MT ECHO PARK DR,Mt Echo Park Dr,East Price Hill,2892347619128924536019,I agree!,,,,,,,,,,,,,
366,4075170137240755681304,Long wait for walk signal,Long wait for walk signal,2/7/2018,Wed,,walks,ERIE AV & MADISON RD,Erie Av,Hyde Park,4075170137240755681304,,,,,,,,,,,,,,
367,4695072135946953161191,""" src=""images/06 - Speeding.png""></span>&nbsp;Speeding",Speeding,2/7/2018,Wed,"Needs street trees and more on-street parking.  Residential/institutional area.  When cars parked for McNick games, speeds decrease (good thing) and people walk more",walks,BRACHMAN AV & BEECHMONT AV,Beechmont Av,Mt. Washington,4695072135946953161191,,,,,,,,,,,,,,
368,3687300408537788495985,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,Drivers drive way too fast on Victory Parkway and Dana. Drivers never yield to the pedestrians trying to cross at the intersection of Victory Parkway and Dana.,walks,VICTORY PKWY & DANA AV,Victory Pkwy,North Avondale - Paddock Hills,3687300408537788495985,,,,,,,,,,,,,,
385,3351252767533516628003,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,,walks,EGGLESTON AV & E PETE ROSE WY,E Pete Rose Wy,Downtown,3351252767533516628003,I agree.  Motorists consistently fail to yield to pedestrians here.,,,,,,,,,,,,,
385,3351252767533516628003,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,,walks,EGGLESTON AV & E PETE ROSE WY,E Pete Rose Wy,Downtown,3351252767533516628003,"Vehicles very rarely stop for pedestrians in the crosswalk by the Purple People Bridge.  I usually have to put my hand up before I cross, just to get cars to slow down.  This definitely needs to be patrolled more often and citations issued to drivers",,,,,,,,,,,,,
385,3351252767533516628003,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,,walks,EGGLESTON AV & E PETE ROSE WY,E Pete Rose Wy,Downtown,3351252767533516628003,"This is a terrible crosswalk to use, you have to take your life in your hands as the vehicles approach this crosswalk at a high rate of speed.   During the week there are a many large trucks using Pete Rose way to get to the gravel yards",,,,,,,,,,,,,
386,3707230668937075426658,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Vehicles coming up Taft and North on Woodburn VERY often run red lights long after they changed red. A person has been hit in crosswalk at this intersection. It is dangerous for both pedestrians and other drivers.,drives,WOODBURN AV & WILLIAM H TAFT RD,William H Taft Rd,East Walnut Hills,3707230668937075426658,Agreed!,,,,,,,,,,,,,
386,3707230668937075426658,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Vehicles coming up Taft and North on Woodburn VERY often run red lights long after they changed red. A person has been hit in crosswalk at this intersection. It is dangerous for both pedestrians and other drivers.,drives,WOODBURN AV & WILLIAM H TAFT RD,William H Taft Rd,East Walnut Hills,3707230668937075426658,agreed!,,,,,,,,,,,,,
386,3707230668937075426658,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Vehicles coming up Taft and North on Woodburn VERY often run red lights long after they changed red. A person has been hit in crosswalk at this intersection. It is dangerous for both pedestrians and other drivers.,drives,WOODBURN AV & WILLIAM H TAFT RD,William H Taft Rd,East Walnut Hills,3707230668937075426658,Agreed.,,,,,,,,,,,,,
387,3713536222037143853341,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,Cars speed through the area by Krohn conservatory rarely does anyone stop for pedestrians trying to cross the street.  Crosswalk needs to be better marked.  Also need to ticket people so the behavior changes,walks,CLIFF DR BRIDGE & EDEN PARK DR,Eden Park Dr,Walnut Hills,3713536222037143853341,,,,,,,,,,,,,,
383,5096396974050964290034,""" src=""images/05 - Red light running.png""></span>&nbsp;Vehicles run red lights or stop signs",Vehicles run red lights or stop signs,2/7/2018,Wed,Beechmont traffic (inbound) often runs this redlight-speeding a problem here.  Scary for pedestrians,walks,BEECHMONT AV & BURNEY LN,Burney Ln,Mt. Washington,5096396974050964290034,,,,,,,,,,,,,,
384,4281041597842817706249,Lack of Visibility,Lack of Visibility,2/7/2018,Wed,"When dropping off and picking up my kids from school, it is tough to see well enough and have enough time to make a left onto Montgomery Road. There needs a police officer directing traffic, especially in the morning at drop off time.",drives,LESTER RD & MONTGOMERY RD,Montgomery Rd,Pleasant Ridge,4281041597842817706249,,,,,,,,,,,,,,
388,3695892271236865353602,Speeding,Speeding,2/7/2018,Wed,Drivers drive well over the speed limit on Victory Parkway. IΓÇÖm fearful that a pedestrian will be hit.,drives,MAGILL AV & HUTCHINS AV,Victory Pkwy,Avondale,3695892271236865353602,,,,,,,,,,,,,,
