"cell_id","lat","long","Name","sum_cost","num_fire_incd","num_prop_sales","num_streets","num_walk_scores","num_reports","num_near_misses","median_sale_price.imputed","max_sale_price.imputed","mean_walk_score.imputed","min_walk_score.imputed","max_walk_score.imputed","sum_lane_cnt.imputed","sum_width.imputed","sum_area.imputed","categoryagricultural","categorycommercial","categoryindustrial","categorypublicly.owned","categorypublic.utilities","categoryresidential"
30018,39.0893831471023,-84.37434799551,"Mt. Washington",0,0,26,124,2,0,0,195000,248000,18.5,17,20,372,3472,1290230,0,0,0,0,0,1
30019,39.0916331472362,-84.3743479955073,"Mt. Washington",0,0,18,4,2,1,0,146700,188500,13.5,12,15,12,112,27212,0,0,0,0,0,1
30020,39.09388314737,-84.3743479955046,"Mt. Washington",0,0,48,67,4,0,0,143450,180000,24.5,19,29,156,1716,620195,0,0,0,0,0,1
30021,39.0961331475038,-84.374347995502,"Mt. Washington",0,0,25,87,0,0,0,83500,259125,46,44,48,281,2569,1443943,0,0,0,0,0,1
30022,39.0983831476375,-84.3743479954993,"Mt. Washington",0,0,56,98,2,0,0,71250,144900,14.5,11,18,259,2489,1409541,0,0,0,0,0,1
30046,39.1523831508322,-84.3743479954349,"Madisonville",2.206,0,56,31,2,0,0,94000,253000,57,57,57,89,789,333004,0,0,0,0,0,1
40013,39.0781363287123,-84.3766072012987,"Mt. Washington",0,0,9,5,1,2,0,80620,125000,49,49,49,11,121,72911,0,0,0,0,0,1
40014,39.0803863288988,-84.3766072012955,"Mt. Washington",0,0,12,7,1,0,0,120875,150000,42,42,42,14,149,84998,0,0,0,0,0,1
40015,39.0826363290853,-84.3766072012924,"Mt. Washington",0,0,13,0,1,0,0,113000,150000,38,38,38,53,563,284640,0,0,0,0,0,1
40016,39.0848863292717,-84.3766072012893,"Mt. Washington",0,0,0,18,0,0,0,82700,323000,46,44,48,66,715,591534,NA,NA,NA,NA,NA,NA
40017,39.087136329458,-84.3766072012861,"Mt. Washington",0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
40018,39.0893863296443,-84.376607201283,"Mt. Washington",0,0,10,46,1,0,0,238725,272500,17,17,17,138,1262,1134571,0,0,0,0,0,1
40019,39.0916363298305,-84.3766072012798,"Mt. Washington",0,0,36,53,3,0,0,222000,285000,8,2,20,159,1434,812836,0,0,0,0,0,1
40020,39.0938863300166,-84.3766072012767,"Mt. Washington",0,0,30,67,0,0,0,150000,222000,46,44,48,189,1891,951750,0,0,0,0,0,1
40021,39.0961363302027,-84.3766072012736,"Mt. Washington",0,0,21,46,0,0,0,69100,8475000,46,44,48,145,1276,703988,0,0,0,0,0,1
40022,39.0983863303887,-84.3766072012704,"Mt. Washington",0,0,72,25,3,0,0,78500,113500,24.3333333333333,11,31,72,625,402856,0,0,0,0,0,1
40023,39.1006363305746,-84.3766072012673,"Mt. Washington",0,0,0,1,0,0,0,82700,323000,46,44,48,3,25,8921,NA,NA,NA,NA,NA,NA
40024,39.1028863307604,-84.3766072012641,"Mt. Washington",0,0,1,5,1,0,0,209000,209000,9,9,9,10,120,43190,0,0,0,0,0,1
40046,39.1523863348314,-84.376607201195,"Madisonville",0,0,86,11,0,0,0,87250,226600,46,44,48,31,285,104684,0,0,0,0,0,1
50014,39.0803894676381,-84.3788664072728,"Mt. Washington",0,0,48,64,3,1,0,132600,380000,38,35,44,150,1570,1160696,0,0,0,0,0,1
50015,39.0826394678762,-84.3788664072692,"Mt. Washington",0,0,21,8,0,2,0,127000,152500,46,44,48,23,193,163388,0,0,0,0,0,1
50016,39.0848894681142,-84.3788664072656,"Mt. Washington",0,0,21,3,2,0,0,145000,295000,42,42,42,6,60,43101,0,0,0,0,0,1
50017,39.0871394683522,-84.378866407262,"Mt. Washington",0,0,5,8,2,3,0,122500,132400,56,56,56,27,260,115314,0,0,0,0,0,1
50018,39.0893894685901,-84.3788664072585,"Mt. Washington",0.304,0,2,0,0,0,0,230300,270000,46,44,48,53,563,284640,0,0,0,0,0,1
50019,39.0916394688279,-84.3788664072549,"Mt. Washington",0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
50020,39.0938894690656,-84.3788664072513,"Mt. Washington",0,0,0,1,0,0,0,82700,323000,46,44,48,4,37,34871,NA,NA,NA,NA,NA,NA
50021,39.0961394693032,-84.3788664072477,"Mt. Washington",0,0,15,16,1,0,0,122500,233900,86,86,86,33,315,134972,0,0,0,0,0,1
50022,39.0983894695407,-84.3788664072441,"Mt. Washington",0.304,0,24,22,1,0,0,238500,279000,22,22,22,66,616,653422,0,0,0,0,0,1
50023,39.1006394697781,-84.3788664072406,"Mt. Washington",0,0,84,41,3,4,0,185875,279000,13.6666666666667,11,17,122,1073,583695,0,0,0,0,0,1
50024,39.1028894700155,-84.378866407237,"Mt. Washington",0,0,1,14,0,0,0,286000,286000,46,44,48,31,339,232950,0,0,0,0,0,1
50046,39.1523894752143,-84.3788664071581,"Madisonville",0,0,72,23,1,0,0,78000,285000,64,64,64,69,628,208551,0,0,0,0,0,1
50047,39.1546394754496,-84.3788664071545,"Madisonville",0,0,38,3,1,0,0,85375,185000,42,42,42,9,79,25593,0,0,0,0,0,1
50048,39.1568894756848,-84.378866407151,"Madisonville",0,0,26,4,1,0,0,84000,159000,42,42,42,9,100,49407,0,0,0,0,0,1
50049,39.1591394759199,-84.3788664071474,"Madisonville",0,0,5,32,2,0,0,90000,241715,33.5,28,39,64,644,123628,0,0,0,0,0,1
50050,39.1613894761549,-84.3788664071438,"Madisonville",0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
60014,39.0803925627839,-84.3811256134496,"Mt. Washington",0,0,23,10,1,0,0,122500,203000,52,52,52,30,250,212360,0,0,0,0,0,1
60015,39.082642563073,-84.3811256134456,"Mt. Washington",0,0,35,83,1,3,0,140900,180500,33,33,33,256,2152,1719337,0,0,0,0,0,1
60016,39.084892563362,-84.3811256134416,"Mt. Washington",0,0,28,14,0,2,0,152700,1300000,46,44,48,37,352,223702,0,1,0,0,0,0
60017,39.0871425636508,-84.3811256134376,"Mt. Washington",10.082,0,12,34,0,0,0,147700,1300000,46,44,48,80,897,346180,0,0,0,0,0,1
60018,39.0893925639396,-84.3811256134336,"Mt. Washington",0,0,23,55,2,0,0,175000,365500,51.5,45,58,110,1320,951257,0,0,0,0,0,1
60019,39.0916425642283,-84.3811256134296,"Mt. Washington",0,0,4,1,0,0,0,182000,265000,46,44,48,2,24,22962,0,0,0,0,0,1
60020,39.0938925645168,-84.3811256134257,"Mt. Washington",0,0,13,5,0,0,0,135500,325000,46,44,48,18,161,76717,0,0,0,0,0,1
60021,39.0961425648052,-84.3811256134216,"Mt. Washington",0,0,24,14,1,2,0,117750,237000,52,52,52,28,224,197474,0,0,0,0,0,1
60022,39.0983925650936,-84.3811256134176,"Mt. Washington",0,0,34,0,2,0,0,212800,286000,1,1,1,53,563,284640,0,0,0,0,0,1
60023,39.1006425653818,-84.3811256134136,"Mt. Washington",0,0,64,1,2,0,0,170000,282000,11,11,11,3,26,17726,0,0,0,0,0,1
60024,39.1028925656699,-84.3811256134096,"Mt. Washington",0,0,37,77,2,0,0,227000,282000,8.5,8,9,213,1966,2269928,0,0,0,0,0,1
60046,39.152392571981,-84.3811256133215,"Madisonville",1.103,0,70,16,0,0,0,68250,604000,46,44,48,48,456,156768,0,0,0,0,0,1
60047,39.1546425722666,-84.3811256133175,"Madisonville",0,0,46,35,1,1,0,60000,207650,59,59,59,86,955,515300,0,0,0,0,0,1
60048,39.1568925725522,-84.3811256133135,"Madisonville",0,0,53,21,0,0,0,56000,169500,46,44,48,62,687,200725,0,0,0,0,0,1
60049,39.1591425728376,-84.3811256133095,"Madisonville",0.304,0,23,74,1,7,0,22500,4425000,33,33,33,115,3660,231305,0,0,0,0,0,1
60050,39.1613925731229,-84.3811256133055,"Madisonville",0.304,0,33,28,1,0,0,19264,215000,44,44,44,78,695,390755,0,0,0,0,0,1
70013,39.0781456139969,-84.3833848198277,"Mt. Washington",0,0,26,2,3,0,0,135000,183000,41.3333333333333,38,43,4,34,22404,0,0,0,0,0,1
70014,39.0803956143363,-84.3833848198233,"Mt. Washington",0,0,21,46,0,0,0,115000,229077,46,44,48,82,749,591620,0,0,0,0,0,1
70015,39.0826456146756,-84.3833848198189,"Mt. Washington",0,0,5,14,1,2,0,155000,313000,42,42,42,14,140,223748,0,0,0,0,0,1
70016,39.0848956150148,-84.3833848198145,"Mt. Washington",0,0,17,2,0,0,0,145000,240000,46,44,48,4,32,14427,0,0,0,0,0,1
70017,39.0871456153539,-84.3833848198101,"Mt. Washington",0,0,17,15,1,1,0,195000,407500,56,56,56,28,340,219751,0,0,0,0,0,1
70018,39.0893956156928,-84.3833848198057,"Mt. Washington",0,0,29,73,0,0,0,168000,293945,46,44,48,150,1441,950953,0,0,0,0,0,1
70019,39.0916456160316,-84.3833848198013,"Mt. Washington",0,0,2,4,1,0,0,158250,175000,71,71,71,7,71,39557,0,0,0,0,0,1
70020,39.0938956163703,-84.3833848197969,"Mt. Washington",0,0,27,20,1,0,0,120000,1300000,68,68,68,66,616,306517,0,0,0,0,0,1
70021,39.0961456167089,-84.3833848197925,"Mt. Washington",0,0,14,0,1,1,0,124500,14177548,60,60,60,53,563,284640,0,0,0,0,0,1
70022,39.0983956170473,-84.3833848197881,"Mt. Washington",0,0,2,1,0,0,0,214000,228000,46,44,48,3,25,9369,0,0,0,0,0,1
70023,39.1006456173856,-84.3833848197837,"Mt. Washington",0,0,11,18,2,0,0,113400,285000,13,8,18,54,450,414990,0,0,0,0,0,1
70024,39.1028956177238,-84.3833848197793,"Mt. Washington",0,0,13,34,0,2,0,152500,223500,46,44,48,102,850,611598,0,0,0,0,0,1
70025,39.1051456180618,-84.3833848197749,"Mt. Washington",0,0,0,3,0,0,0,82700,323000,46,44,48,9,77,73632,NA,NA,NA,NA,NA,NA
70045,39.1501456247961,-84.3833848196868,"Madisonville",10.386,0,42,11,1,0,0,89950,201000,65,65,65,28,275,67324,0,0,0,0,0,1
70046,39.1523956251315,-84.3833848196823,"Madisonville",0.304,0,70,13,1,0,0,84000,983167,62,62,62,27,290,114934,0,0,0,0,0,1
70047,39.1546456254668,-84.3833848196779,"Madisonville",0,0,61,68,0,2,0,96000,170000,46,44,48,116,1173,315183,0,0,0,0,0,1
70048,39.1568956258019,-84.3833848196736,"Madisonville",0,0,18,47,2,1,0,94500,6e+06,48,47,49,91,1090,674471,0,0,0,0,0,1
70049,39.1591456261369,-84.3833848196691,"Madisonville",0.608,0,43,35,1,0,0,37500,308800,54,54,54,84,763,177963,0,0,0,0,0,1
70050,39.1613956264718,-84.3833848196647,"Madisonville",0,0,27,35,1,0,0,32820,145100,52,52,52,85,827,221914,0,0,0,0,0,1
80013,39.0781486219064,-84.3856440263959,"Mt. Washington",0,0,18,9,1,0,0,204125,3e+05,23,23,23,20,221,131513,0,0,0,0,0,1
80014,39.0803986222953,-84.3856440263911,"Mt. Washington",0,0,33,16,0,0,0,137900,215000,46,44,48,32,345,150306,0,0,0,0,0,1
80015,39.0826486226842,-84.3856440263863,"Mt. Washington",0,0,27,2,1,0,0,144900,185000,46,46,46,3,35,33297,0,0,0,0,0,1
80016,39.0848986230729,-84.3856440263815,"Mt. Washington",0,0,39,9,0,0,0,140500,1200000,46,44,48,24,213,148035,0,0,0,0,0,1
80017,39.0871486234614,-84.3856440263767,"Mt. Washington",0,0,26,33,0,4,0,117539,639736,46,44,48,43,533,260222,0,0,0,0,0,1
80018,39.0893986238498,-84.3856440263719,"Mt. Washington",0,2,24,69,1,0,0,136000,175000,7,7,7,206,2058,699213,0,0,0,0,0,1
80019,39.0916486242381,-84.3856440263671,"Mt. Washington",1.407,4,24,9,1,0,0,142450,285000,6,6,6,28,299,118906,0,0,0,0,0,1
80020,39.0938986246261,-84.3856440263623,"Mt. Washington",1.407,0,33,27,1,0,0,92000,4375000,71,71,71,101,940,530461,0,0,0,0,0,1
80021,39.0961486250141,-84.3856440263576,"Mt. Washington",0.141,0,27,9,2,4,0,67900,425000,38.5,7,70,17,163,41584,0,0,0,0,0,1
80022,39.0983986254019,-84.3856440263528,"Mt. Washington",0,0,20,14,1,0,0,132250,162500,66,66,66,29,345,104213,0,0,0,0,0,1
80023,39.1006486257896,-84.385644026348,"Mt. Washington",0,0,4,10,0,0,0,188350,226000,46,44,48,28,250,171518,0,0,0,0,0,1
80024,39.1028986261771,-84.3856440263432,"Mt. Washington",0,0,22,7,2,0,0,154500,257000,3,3,3,17,175,88953,0,0,0,0,0,1
80025,39.1051486265645,-84.3856440263384,"Mt. Washington",0,0,13,24,1,0,0,137000,205000,25,25,25,48,600,498144,0,0,0,0,0,1
80026,39.1073986269517,-84.3856440263336,"Mt. Washington",0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
80045,39.1501486342814,-84.3856440262426,"Madisonville",0,0,34,17,2,0,0,76750,1400000,66.5,65,68,41,394,128960,0,0,0,0,0,1
80046,39.1523986346657,-84.3856440262378,"Madisonville",0,0,65,79,2,0,0,85500,866200,29.5,6,53,161,1541,354129,0,0,0,0,0,1
80047,39.1546486350499,-84.385644026233,"Madisonville",0,0,15,34,0,1,0,72040,170433,46,44,48,68,747,179478,0,0,0,0,0,1
80048,39.1568986354339,-84.3856440262282,"Madisonville",0,0,32,23,3,0,0,50000,2350000,55.6666666666667,53,57,45,423,117107,0,0,0,0,0,1
80049,39.1591486358178,-84.3856440262235,"Madisonville",0,2,33,65,1,0,0,75000,545000,55,55,55,105,1152,268628,0,0,0,0,0,1
80050,39.1613986362015,-84.3856440262187,"Madisonville",0,0,36,13,54,0,0,34050,689598,47,6,60,34,352,89401,0,0,0,0,0,1
80051,39.1636486365851,-84.3856440262139,"Madisonville",0,0,34,21,2,0,0,32500,420000,48,45,51,47,454,147934,0,0,0,0,0,1
80052,39.1658986369686,-84.3856440262091,"Madisonville",0.304,0,3,0,0,0,0,8035000,8035000,46,44,48,53,563,284640,0,1,0,0,0,0
90013,39.0781515862231,-84.3879032331552,"Mt. Washington",0,0,14,28,2,0,0,341250,415000,18.5,15,22,56,676,537886,0,0,0,0,0,1
90014,39.0804015866609,-84.38790323315,"Mt. Washington",0,0,12,58,0,0,0,129000,180000,46,44,48,128,1454,511042,0,0,0,0,0,1
90015,39.0826515870985,-84.3879032331449,"Mt. Washington",0,0,50,28,3,0,0,116950,199928,42.3333333333333,41,44,44,542,325610,0,0,0,0,0,1
90016,39.084901587536,-84.3879032331397,"Mt. Washington",0,0,43,17,1,1,0,118250,195000,49,49,49,34,276,181792,0,0,0,0,0,1
90017,39.0871515879733,-84.3879032331346,"Mt. Washington",1.103,22,25,13,1,5,0,124000,176000,36,36,36,23,201,110821,0,0,0,0,0,1
90018,39.0894015884105,-84.3879032331294,"Mt. Washington",1.103,0,39,73,2,3,0,116000,168000,70.5,67,74,76,1012,705315,0,0,0,0,0,1
90019,39.0916515888474,-84.3879032331243,"Mt. Washington",0,0,22,27,1,2,0,174500,580000,73,73,73,78,756,152411,0,1,0,0,0,0
90020,39.0939015892843,-84.3879032331191,"Mt. Washington",21.571,0,22,55,1,6,0,109050,4957000,73,73,73,195,2001,398249,0,0,0,0,0,1
90021,39.0961515897209,-84.387903233114,"Mt. Washington",0,0,27,28,1,0,4,111000,1050000,73,73,73,76,703,284539,0,0,0,0,0,1
90022,39.0984015901574,-84.3879032331088,"Mt. Washington",0.304,0,12,2,0,0,0,151000,875000,46,44,48,10,100,97982,0,1,0,0,0,0
90023,39.1006515905937,-84.3879032331037,"Mt. Washington",0,0,32,80,1,2,0,178000,3595000,49,49,49,305,2825,1163940,0,0,0,0,0,1
90024,39.1029015910298,-84.3879032330985,"Mt. Washington",0,0,31,53,1,0,0,147500,2083000,13,13,13,244,2376,1633850,0,0,0,0,0,1
90025,39.1051515914658,-84.3879032330934,"Mt. Washington",0,0,41,45,0,0,0,134000,179900,46,44,48,132,1125,1427235,0,0,0,0,0,1
90026,39.1074015919016,-84.3879032330882,"Mt. Washington",0,0,27,58,1,0,0,140000,203000,13,13,13,162,1450,1597914,0,0,0,0,0,1
90045,39.1501516001512,-84.3879032329903,"Madisonville",0,0,2,1,0,1,0,43750,50000,46,44,48,2,17,5070,0,0,0,0,0,1
90046,39.1524016005837,-84.3879032329851,"Madisonville",0,0,31,8,0,0,0,67900,630941,46,44,48,23,261,188467,0,0,0,0,0,1
90047,39.1546516010161,-84.38790323298,"Madisonville",0,0,79,15,3,1,0,47900,175500,54.6666666666667,53,58,40,699,135765,0,0,0,0,0,1
90048,39.1569016014483,-84.3879032329748,"Madisonville",0,0,49,23,0,0,0,45205,254000,46,44,48,50,510,123118,0,0,0,0,0,1
90049,39.1591516018804,-84.3879032329697,"Madisonville",0,0,17,12,1,0,0,125000,473750,63,63,63,31,301,113846,0,1,0,0,0,0
90050,39.1614016023123,-84.3879032329645,"Madisonville",0,2,42,54,3,0,0,21763,866200,67.6666666666667,65,69,123,1305,367620,0,0,0,0,0,1
90051,39.163651602744,-84.3879032329594,"Madisonville",0,0,46,9,1,0,0,25667,843200,61,61,61,22,227,52366,0,0,0,0,0,1
90052,39.1659016031755,-84.3879032329542,"Madisonville",0,0,0,21,0,0,0,82700,323000,46,44,48,24,268,98454,NA,NA,NA,NA,NA,NA
100014,39.0804045074331,-84.3901624400974,"Mt. Washington",1.103,0,37,11,2,1,0,126000,168500,30.5,28,33,30,304,139331,0,0,0,0,0,1
100015,39.0826545079188,-84.390162440092,"Mt. Washington",0,0,54,9,1,2,0,124500,192000,31,31,31,28,281,198243,0,0,0,0,0,1
100016,39.0849045084043,-84.3901624400865,"Mt. Washington",0,0,37,12,0,0,0,115800,1815625,46,44,48,32,315,111322,0,0,0,0,0,1
100017,39.0871545088897,-84.390162440081,"Mt. Washington",0.282,9,26,155,2,0,0,123250,1750000,65,65,65,316,2849,1626351,0,0,0,0,0,1
100018,39.0894045093748,-84.3901624400755,"Mt. Washington",0,0,25,8,2,0,0,80000,235625,67,65,69,27,249,82041,0,0,0,0,0,1
100019,39.0916545098598,-84.39016244007,"Mt. Washington",0,0,23,8,1,4,0,60000,2650000,73,73,73,30,288,77014,0,0,0,0,0,1
100020,39.0939045103446,-84.3901624400645,"Mt. Washington",0,0,3,42,1,0,0,155000,162000,73,73,73,148,1589,302142,0,0,0,0,0,1
100021,39.0961545108292,-84.390162440059,"Mt. Washington",0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
100022,39.0984045113137,-84.3901624400535,"Mt. Washington",0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
100023,39.1006545117979,-84.390162440048,"Mt. Washington",0,0,14,58,1,3,0,159200,245000,34,34,34,116,1450,516399,0,0,0,0,0,1
100024,39.102904512282,-84.3901624400425,"Mt. Washington",0,0,11,66,1,0,0,146000,175000,33,33,33,216,2427,2263932,0,0,0,0,0,1
100025,39.1051545127659,-84.390162440037,"Mt. Washington",0,0,16,43,1,2,0,118500,151000,23,23,23,235,2444,2267040,0,0,0,0,0,1
100026,39.1074045132496,-84.3901624400315,"Mt. Washington",0,0,22,9,2,0,0,136450,184000,16.5,3,30,24,225,88676,0,0,0,0,0,1
100045,39.1501545224054,-84.390162439927,"Madisonville",0,0,35,16,1,0,0,54000,1400000,52,52,52,32,397,263338,0,0,0,0,0,1
100046,39.1524045228854,-84.3901624399215,"Madisonville",0,0,41,10,0,0,0,50000,1400000,46,44,48,30,301,138548,0,0,0,0,0,1
100047,39.1546545233653,-84.390162439916,"Madisonville",0,0,35,7,0,0,0,49500,207000,46,44,48,22,226,87641,0,0,0,0,0,1
100048,39.156904523845,-84.3901624399105,"Madisonville",0,0,56,32,1,19,0,30000,843200,69,69,69,68,683,151990,0,0,0,0,0,1
100049,39.1591545243245,-84.390162439905,"Madisonville",0.304,0,26,14,1,0,0,27787.5,105000,71,71,71,28,285,82336,0,0,0,0,0,1
100050,39.1614045248039,-84.3901624398995,"Madisonville",10.082,0,23,24,2,0,0,27900,217000,72,71,73,63,650,169768,0,0,0,0,0,1
100051,39.163654525283,-84.390162439894,"Madisonville",0,0,56,16,3,0,0,27000,138000,63.6666666666667,59,66,37,415,123622,0,0,0,0,0,1
100052,39.165904525762,-84.3901624398885,"Madisonville",0,0,24,54,2,0,0,33472.5,2e+07,58,57,59,99,833,243321,0,0,0,0,0,1
110014,39.0804073846118,-84.3924216472305,"Mt. Washington",1.103,0,31,18,2,0,0,121000,233000,21.5,15,28,46,479,195792,0,0,0,0,0,1
110015,39.0826573851449,-84.3924216472247,"Mt. Washington",0,0,54,66,2,0,0,134750,182500,28.5,25,32,132,1605,685999,0,0,0,0,0,1
110016,39.0849073856778,-84.3924216472189,"Mt. Washington",0,0,44,37,3,0,0,106375,2325000,27,4,40,41,529,246718,0,0,0,0,0,1
110017,39.0871573862104,-84.3924216472131,"Mt. Washington",0,0,24,51,1,0,0,63500,180000,25,25,25,51,663,586857,0,0,0,0,0,1
110018,39.0894073867429,-84.3924216472072,"Mt. Washington",0,0,5,1,0,0,0,95000,185000,46,44,48,2,17,17707,0,0,0,0,0,1
110019,39.0916573872752,-84.3924216472014,"Mt. Washington",2.206,0,28,22,0,0,0,82700,1715057,46,44,48,44,528,309848,0,0,0,0,0,1
110020,39.0939073878072,-84.3924216471956,"Mt. Washington",1.103,0,70,21,3,0,0,136000,738000,43,38,53,44,506,146934,0,0,0,0,0,1
110021,39.0961573883391,-84.3924216471898,"Mt. Washington",0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
110022,39.0984073888708,-84.3924216471839,"Mt. Washington",0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
110023,39.1006573894022,-84.3924216471781,"Mt. Washington",0,0,4,9,0,0,0,197000,229900,46,44,48,23,225,67117,0,0,0,0,0,1
110024,39.1029073899335,-84.3924216471723,"Mt. Washington",0,0,14,29,1,0,0,180000,260000,29,29,29,73,725,411004,0,0,0,0,0,1
110025,39.1051573904646,-84.3924216471665,"Mt. Washington",0,0,0,19,0,0,0,82700,323000,46,44,48,114,1178,1252252,NA,NA,NA,NA,NA,NA
110045,39.150157401044,-84.3924216470499,"Madisonville",0.304,0,37,6,1,0,0,69900,232500,53,53,53,12,139,45432,0,0,0,0,0,1
110046,39.1524074015709,-84.3924216470441,"Madisonville",0,0,83,13,2,1,0,35700,983167,44.5,43,46,42,412,113321,0,0,0,0,0,1
110047,39.1546574020975,-84.3924216470382,"Madisonville",0,0,13,7,1,1,0,21000,163500,67,67,67,23,234,62196,0,0,0,0,0,1
110048,39.156907402624,-84.3924216470324,"Madisonville",0,0,36,24,1,1,0,36000,153000,67,67,67,80,774,144142,0,0,0,0,0,1
110049,39.1591574031503,-84.3924216470266,"Madisonville",0,0,28,11,0,3,0,46600,350000,46,44,48,36,341,111651,0,0,0,0,0,1
110050,39.1614074036764,-84.3924216470208,"Madisonville",2.015,0,54,32,8,2,0,31822.5,5e+05,65.5,12,74,92,984,249206,0,0,0,0,0,1
110051,39.1636574042023,-84.3924216470149,"Madisonville",1.103,0,53,12,0,0,0,24000,383541,46,44,48,34,356,86685,0,0,0,0,0,1
110052,39.1659074047279,-84.3924216470091,"Madisonville",0,0,55,133,0,0,0,41000,2e+07,46,44,48,313,3268,929929,0,0,0,0,0,1
120014,39.0804102181971,-84.3946808545465,"Mt. Washington",0,0,5,1,0,7,0,175000,538000,46,44,48,2,24,12711,0,0,0,0,0,1
120015,39.0826602187768,-84.3946808545404,"Mt. Washington",0,0,4,32,0,0,0,155000,160000,46,44,48,33,458,334903,0,0,0,0,0,1
120016,39.0849102193563,-84.3946808545342,"Mt. Washington",0,0,30,52,2,0,0,153000,615000,28,24,32,59,746,347527,0,0,0,0,0,1
120017,39.0871602199356,-84.3946808545281,"Mt. Washington",0,0,12,35,0,0,0,143200,615000,46,44,48,62,524,247228,0,0,0,0,0,1
120018,39.0894102205146,-84.394680854522,"Mt. Washington",0,0,26,47,3,3,0,128250,230000,43,39,48,94,1091,605979,0,0,0,0,0,1
120019,39.0916602210935,-84.3946808545158,"Mt. Washington",0,0,65,33,2,6,0,114900,185000,44.5,41,48,68,794,392087,0,0,0,0,0,1
120020,39.0939102216721,-84.3946808545097,"Mt. Washington",0,0,22,4,2,0,0,128250,157500,51,49,53,8,96,69403,0,0,0,0,0,1
120021,39.0961602222505,-84.3946808545035,"Mt. Washington",0,0,20,4,0,0,0,120200,160000,46,44,48,8,98,42438,0,0,0,0,0,1
120022,39.0984102228287,-84.3946808544974,"Mt. Washington",0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
120023,39.1006602234067,-84.3946808544913,"Mt. Washington",0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
120024,39.1029102239844,-84.3946808544851,"Mt. Washington",0,0,4,76,2,0,0,170350,210000,23.5,23,24,226,2339,2827532,0,0,0,0,0,1
