OBJECTID,TOWNSHIP,DISTZONE,ZONING,ZONE
1617,HCRPC,COLUTP,F PUD SPI-SC,
1618,HCRPC,COLUTP,C PUD SPI-SC,
1619,HCRPC,GREETP,E,
1620,HCRPC,GREETP,B,
1621,HCRPC,GREETP,B,
1622,HCRPC,GREETP,E,
1623,HCRPC,GREETP,EE,
1624,HCRPC,GREETP,A-2,
1625,CINCINNATI,CINCINNATI,ML,
1626,CINCINNATI,CINCINNATI,SF-10,
1766,CINCINNATI,CINCINNATI,CC-A,
1767,CINCINNATI,CINCINNATI,RMX,
1768,CINCINNATI,CINCINNATI,RMX,
1769,CINCINNATI,CINCINNATI,SF-2,
1770,HCRPC,MIAMTP,A PUD,
1910,HCRPC,HARRTP,FF,
1911,HCRPC,GREETP,A-2,
1912,HCRPC,GREETP,B PUD,
1913,HCRPC,COLUTP,B,
1914,HCRPC,GREETP,EE,
1915,HCRPC,GREETP,OO,
1916,HCRPC,GREETP,EE,
1917,HCRPC,GREETP,EE,
1918,HCRPC,GREETP,B,
2146,TOWNSHIP,SYCMTP,OO,
2147,TOWNSHIP,SYCMTP,EE,
2148,TOWNSHIP,SYCMTP,EE,
2149,TOWNSHIP,SYCMTP,C,
2150,TOWNSHIP,SYCMTP,FF,
2151,TOWNSHIP,SYCMTP,E,
2152,TOWNSHIP,SYCMTP,C,
2153,TOWNSHIP,SYCMTP,D,
2154,TOWNSHIP,SYCMTP,D,
2155,TOWNSHIP,SYCMTP,B-2 CUP,
2156,TOWNSHIP,SYCMTP,DD,
2157,TOWNSHIP,SYCMTP,DD,
2158,ANDERSON,ANDERSON,A-2,
2159,ANDERSON,ANDERSON,A,
2160,ANDERSON,ANDERSON,DD,
2161,ANDERSON,ANDERSON,B CUP,
2162,ANDERSON,ANDERSON,H,
2163,ANDERSON,ANDERSON,H,
2164,ANDERSON,ANDERSON,AA,
2165,ANDERSON,ANDERSON,E,
1627,CINCINNATI,CINCINNATI,SF-2,
1628,CINCINNATI,CINCINNATI,SF-6,
1629,CINCINNATI,CINCINNATI,PR,
1630,CINCINNATI,CINCINNATI,SF-4,
1631,CINCINNATI,CINCINNATI,DD,
1632,CINCINNATI,CINCINNATI,SF-10,
1633,CINCINNATI,CINCINNATI,RM-2.0,
1634,CINCINNATI,CINCINNATI,SF-2,
1635,CINCINNATI,CINCINNATI,OL,
1636,CINCINNATI,CINCINNATI,SF-4,
1637,CINCINNATI,CINCINNATI,CN-M,
1771,HCRPC,MIAMTP,AA,
1772,HCRPC,GREETP,A CUP,
1773,HCRPC,MIAMTP,A CUP,
1774,HCRPC,GREETP,OO,
1775,HCRPC,GREETP,OO,
1776,HCRPC,GREETP,OO,
1777,HCRPC,GREETP,E,
1778,HCRPC,COLUTP,DD,
1779,HCRPC,GREETP,E PUD,
1780,HCRPC,GREETP,E PUD,
1919,HCRPC,GREETP,F PUD,
1920,HCRPC,GREETP,G,
1921,CINCINNATI,CINCINNATI,CC-A,
1922,CINCINNATI,CINCINNATI,RM-2.0,
1923,CINCINNATI,CINCINNATI,CN-P,
1924,CINCINNATI,CINCINNATI,CC-M,
2195,TOWNSHIP,SYCMTP,A,
2196,TOWNSHIP,SYCMTP,DD,
2197,TOWNSHIP,SYCMTP,E,
2198,TOWNSHIP,SYCMTP,OO,
2199,TOWNSHIP,SYCMTP,FF,
2200,TOWNSHIP,SYCMTP,O,
2201,ANDERSON,ANDERSON,E,
2202,ANDERSON,ANDERSON,B,
2203,ANDERSON,ANDERSON,C,
2204,ANDERSON,ANDERSON,C,
2205,ANDERSON,ANDERSON,C,
2206,ANDERSON,ANDERSON,OO,
2207, , ,E PUD,
2208,ANDERSON,ANDERSON,E PUD,
2209,ANDERSON,ANDERSON,H,
2210,ANDERSON,ANDERSON,E,
1638,CINCINNATI,CINCINNATI,RM-2.0,
1639,CINCINNATI,CINCINNATI,PR,
1640,HCRPC,HARRTP,OO,
1641,HCRPC,HARRTP,D,
1642,HCRPC,HARRTP,G,
1643,HCRPC,HARRTP,B,
1644,HCRPC,HARRTP,AA,
1645,HCRPC,MIAMTP,EX,
1646,HCRPC,MIAMTP,G,
1647,HCRPC,MIAMTP,G,
1781,HCRPC,COLUTP,DD,
1782,HCRPC,COLUTP,C SPI-SC,
1783,HCRPC,COLUTP,C SPI-SC,
1784,HCRPC,COLUTP,EE SPI-SC,
1785,HCRPC,GREETP,B,
1786,HCRPC,GREETP,B CUP,
1787,HCRPC,GREETP,C CUP,
1788,CINCINNATI,CINCINNATI,RM-2.0,
1789,CINCINNATI,CINCINNATI,CC-P,
1790,CINCINNATI,CINCINNATI,CN-M,
1925,CINCINNATI,CINCINNATI,OL,
1926,CINCINNATI,CINCINNATI,SF-6,
1927,CINCINNATI,CINCINNATI,SF-4,
1928,CINCINNATI,CINCINNATI,CC-A,
1929,CINCINNATI,CINCINNATI,PR,
1930,CINCINNATI,CINCINNATI,SF-4,
1931,CINCINNATI,CINCINNATI,PR,
1932,CINCINNATI,CINCINNATI,RMX,
1933,CINCINNATI,CINCINNATI,SF-6,
1934,CINCINNATI,CINCINNATI,PR,
2099,ANDERSON,ANDERSON,E/H PUD,
2100,ANDERSON,ANDERSON,B,
2101,ANDERSON,ANDERSON,E PUD,
2102, , ,E PUD,
2103,ANDERSON,ANDERSON,E,
2104,ANDERSON,ANDERSON,E PUD,
2105,ANDERSON,ANDERSON,OO,
2106,ANDERSON,ANDERSON,A-2,
2107,ANDERSON,ANDERSON,A-2,
2108,ANDERSON,ANDERSON,DD,
2109,ANDERSON,ANDERSON,A-2 CUP,
2110,ANDERSON,ANDERSON,OO,
2111,ANDERSON,ANDERSON,A,
2112,ANDERSON,ANDERSON,AA CUP,
2113,ANDERSON,ANDERSON,B-2,
2114,HCRPC,HARRTP,MHP,
2115,HCRPC,HARRTP,G,
2116,HCRPC,HARRTP,OO SPI-SC,
2117,HCRPC,HARRTP,F SPI-SC,
1648,HCRPC,HARRTP,F,
1649,HCRPC,MIAMTP,G,
1650,HCRPC,MIAMTP,G,
1651,HCRPC,MIAMTP,A PUD,
1652,HCRPC,COLUTP,C,
1653,HCRPC,HARRTP,B,
1654,HCRPC,GREETP,DD,
1655,HCRPC,GREETP,EE,
1656,HCRPC,GREETP,C CUP,
1657,HCRPC,GREETP,EE,
1658,HCRPC,GREETP,EE,
1659,HCRPC,GREETP,O PUD-1,
1791,CINCINNATI,CINCINNATI,RF-R,
1792,CINCINNATI,CINCINNATI,CC-M,
1793,CINCINNATI,CINCINNATI,SF-4,
1794,CINCINNATI,CINCINNATI,SF-2,
1795,CINCINNATI,CINCINNATI,CC-A,
1935,HCRPC,GREETP,DD,
1936,HCRPC,MIAMTP,AA,
1937,HCRPC,MIAMTP,A CUP,
1938,HCRPC,MIAMTP,A PUD,
1939,HCRPC,MIAMTP,A,
1940,HCRPC,GREETP,F PUD,
1941,HCRPC,GREETP,A,
1942,HCRPC,GREETP,F PUD,
1943,HCRPC,COLUTP,F SPI-SC,
1944,HCRPC,GREETP,DD,
1945,HCRPC,GREETP,EE,
1946,HCRPC,GREETP,OO,
1947,HCRPC,GREETP,E,
1948,HCRPC,GREETP,D,
1949,HCRPC,GREETP,E,
1950,HCRPC,GREETP,B,
1951,HCRPC,COLUTP,C,
2166,ANDERSON,ANDERSON,E,
2167,ANDERSON,ANDERSON,B,
2168,ANDERSON,ANDERSON,B,
2169,ANDERSON,ANDERSON,E,
2170,ANDERSON,ANDERSON,B,
2171,ANDERSON,ANDERSON,E,
2172,HCRPC,HARRTP,E SPI-SC,
2173,HCRPC,HARRTP,E PUD SPI-SC,
2174,HCRPC,MIAMTP,H,
2175,HCRPC,MIAMTP,B-2,
1660,HCRPC,GREETP,E,
1661,HCRPC,GREETP,F,
1662,HCRPC,GREETP,E PUD,
1663,HCRPC,GREETP,G PUD,
1664,HCRPC,GREETP,O,
1665,CINCINNATI,CINCINNATI,CN-P,
1666,CINCINNATI,CINCINNATI,CC-M,
1667,CINCINNATI,CINCINNATI,RM-1.2,
1668,CINCINNATI,CINCINNATI,SF-20,
1669,CINCINNATI,CINCINNATI,SF-2,
1670,CINCINNATI,CINCINNATI,CC-A,
1796,CINCINNATI,CINCINNATI,CC-A,
1797,HCRPC,GREETP,E,
1798,HCRPC,GREETP,EE,
1799,HCRPC,GREETP,D,
1800,HCRPC,GREETP,F,
1801,HCRPC,MIAMTP,A-2 PUD,
1952,HCRPC,COLUTP,C,
1953,HCRPC,COLUTP,DD,
1954,HCRPC,COLUTP,C,
1955,HCRPC,COLUTP,E SPI-SC,
1956,HCRPC,COLUTP,D,
1957,HCRPC,COLUTP,DD,
1958,HCRPC,COLUTP,B,
1959,HCRPC,COLUTP,B CUP,
1960,CINCINNATI,CINCINNATI,RM-2.0,
1961,CINCINNATI,CINCINNATI,SF-6,
1962,CINCINNATI,CINCINNATI,SF-4,
2057,HCRPC,GREETP,E,
2058,HCRPC,MIAMTP,A PUD,
2059,HCRPC,MIAMTP,A PUD,
2060,HCRPC,GREETP,F,
2061,HCRPC,MIAMTP,H,
2062,HCRPC,GREETP,DD,
2063,HCRPC,MIAMTP,A PUD,
2064,HCRPC,MIAMTP,B,
2065,HCRPC,HARRTP,B,
2066,HCRPC,HARRTP,B,
2067,HCRPC,HARRTP,B,
2068,HCRPC,HARRTP,B,
2069,HCRPC,HARRTP,E,
2070,HCRPC,HARRTP,A,
2071,HCRPC,HARRTP,A,
2072,HCRPC,HARRTP,A,
2073,HCRPC,HARRTP,F,
2074,HCRPC,SYMMTP,E,
1671,CINCINNATI,CINCINNATI,PR,
1672,CINCINNATI,CINCINNATI,SF-6,
1673,CINCINNATI,CINCINNATI,RMX,
1674,CINCINNATI,CINCINNATI,CN-M,
1675,CINCINNATI,CINCINNATI,SF-4,
1676,CINCINNATI,CINCINNATI,SF-6,
1677,CINCINNATI,CINCINNATI,SF-6,
1678,CINCINNATI,CINCINNATI,PR,
1679,HCRPC,COLUTP,A,
1680,HCRPC,MIAMTP,AA,
1681,HCRPC,MIAMTP,AA,
1802,HCRPC,MIAMTP,A CUP,
1803,HCRPC,MIAMTP,A,
1804,HCRPC,MIAMTP,A,
1805,HCRPC,MIAMTP,A-2,
1806,HCRPC,GREETP,O,
1807,HCRPC,GREETP,A-2 PUD,
1808,HCRPC,GREETP,A PUD,
1809,HCRPC,GREETP,A-2,
1810,HCRPC,GREETP,DD,
1811,HCRPC,GREETP,E,
1812,HCRPC,GREETP,DD,
1813,HCRPC,GREETP,EE,
1814,HCRPC,GREETP,OO,
1815,HCRPC,GREETP,OO,
1816,HCRPC,GREETP,B-2,
1963,CINCINNATI,CINCINNATI,SF-10,
1964,CINCINNATI,CINCINNATI,SF-4,
1965,CINCINNATI,CINCINNATI,CC-M,
1966,CINCINNATI,CINCINNATI,PR,
2118,HCRPC,HARRTP,A SPI-SC,
2119,HCRPC,HARRTP,EE SPI-SC,
2120,HCRPC,HARRTP,AA SPI-SC,
2121,HCRPC,HARRTP,OO SPI-SC,
2122,HCRPC,HARRTP,FF SPI-SC,
2123,HCRPC,HARRTP,A SPI-SC,
2124,HCRPC,HARRTP,MHP SPI-SC,
2125,HCRPC,HARRTP,F SPI-SC,
2126,HCRPC,HARRTP,G SPI-SC,
2127,HCRPC,HARRTP,H,
2128,HCRPC,HARRTP,E SPI-SC,
2129,HCRPC,HARRTP,A SPI-SC,
2130,HCRPC,SYMMTP,B,
2131,HCRPC,SYMMTP,A CUP,
2132,HCRPC,SYMMTP,B,
1682,HCRPC,MIAMTP,A CUP,
1683,HCRPC,GREETP,C CUP,
1684,HCRPC,GREETP,B CUP,
1685,HCRPC,GREETP,E,
1686,HCRPC,GREETP,A PUD,
1687,HCRPC,GREETP,AA,
1688,HCRPC,GREETP,AA PUD,
1689,HCRPC,GREETP,AA CUP,
1690,HCRPC,GREETP,AA CUP,
1691,HCRPC,COLUTP,OO,
1692,HCRPC,COLUTP,D,
1693,HCRPC,COLUTP,C,
1694,HCRPC,COLUTP,E CUP SPI-SC,
1817,HCRPC,GREETP,DD,
1818,HCRPC,GREETP,EE,
1819,HCRPC,GREETP,OO,
1820,HCRPC,GREETP,OO,
1821,HCRPC,GREETP,B,
1822,HCRPC,GREETP,E,
1823,HCRPC,COLUTP,G SPI-SC,
1824,CINCINNATI,CINCINNATI,PR,
1825,CINCINNATI,CINCINNATI,RM-1.2,
1826,CINCINNATI,CINCINNATI,SF-2,
1967,CINCINNATI,CINCINNATI,SF-2,
1968,CINCINNATI,CINCINNATI,RMX,
1969,CINCINNATI,CINCINNATI,SF-4,
1970,CINCINNATI,CINCINNATI,RM-2.0,
1971,CINCINNATI,CINCINNATI,SF-6,
1972,CINCINNATI,CINCINNATI,SF-4,
1973,CINCINNATI,CINCINNATI,CC-A,
1974,CINCINNATI,CINCINNATI,OG,
2176,HCRPC,GREETP,D,
2177,HCRPC,MIAMTP,AA,
2178,HCRPC,MIAMTP,A CUP,
2179,HCRPC,SYMMTP,DD,
2180,HCRPC,SYMMTP,A,
2181,HCRPC,SYMMTP,EE,
2182,HCRPC,SYMMTP,OO,
2183,HCRPC,SYMMTP,AA,
1695,HCRPC,COLUTP,C,
1696,HCRPC,MIAMTP,O,
1697,HCRPC,MIAMTP,E,
1698,HCRPC,MIAMTP,EE,
1699,HCRPC,MIAMTP,O,
1700,HCRPC,MIAMTP,DD,
1701,HCRPC,GREETP,E PUD,
1702,CINCINNATI,CINCINNATI,SF-4,
1827,CINCINNATI,CINCINNATI,SF-4,
1828,CINCINNATI,CINCINNATI,SF-20,
1829,CINCINNATI,CINCINNATI,RM-2.0,
1830,CINCINNATI,CINCINNATI,RM-2.0,
1831,CINCINNATI,CINCINNATI,SF-6,
1832,CINCINNATI,CINCINNATI,CC-A,
1833,CINCINNATI,CINCINNATI,CC-A,
1975,CINCINNATI,CINCINNATI,PR,
1976,HCRPC,GREETP,EE,
1977,HCRPC,GREETP,F PUD,
1978,HCRPC,GREETP,E PUD,
1979,HCRPC,GREETP,F PUD,
1980,HCRPC,GREETP,OO,
1981,HCRPC,GREETP,OO,
1982,HCRPC,GREETP,F,
1983,HCRPC,HARRTP,H PUD,
1984,HCRPC,GREETP,EE,
2075,HCRPC,SYMMTP,A CUP,
2076,HCRPC,SYMMTP,B,
2077,HCRPC,SYMMTP,C,
2078,HCRPC,SYMMTP,D,
2079,HCRPC,SYMMTP,H,
2080,HCRPC,SYMMTP,A,
2081,HCRPC,SYMMTP,A,
2082,HCRPC,SYMMTP,B,
2083,HCRPC,SYMMTP,DD,
2084,HCRPC,SYMMTP,EE,
2085,HCRPC,SYMMTP,E,
1703,CINCINNATI,CINCINNATI,PR,
1704,CINCINNATI,CINCINNATI,RM-1.2,
1705,CINCINNATI,CINCINNATI,RM-1.2,
1706,CINCINNATI,CINCINNATI,OG,
1707,CINCINNATI,CINCINNATI,SF-4,
1708,CINCINNATI,CINCINNATI,RM-2.0,
1834,CINCINNATI,CINCINNATI,SF-2,
1835,CINCINNATI,CINCINNATI,ML,
1836,CINCINNATI,CINCINNATI,SF-2,
1837,CINCINNATI,CINCINNATI,MG,
1838,CINCINNATI,CINCINNATI,SF-4,
1839,HCRPC,GREETP,E,
1840,HCRPC,GREETP,E PUD-2,
1841,HCRPC,GREETP,F PUD-2,
1842,HCRPC,GREETP,E,
1843,HCRPC,GREETP,F,
1985,CINCINNATI,CINCINNATI,RMX,
1986,CINCINNATI,CINCINNATI,RMX,
1987,CINCINNATI,CINCINNATI,SF-4,
1988,CINCINNATI,CINCINNATI,CN-M,
1989,CINCINNATI,CINCINNATI,CG-A,
1990,CINCINNATI,CINCINNATI,SF-2,
1991,CINCINNATI,CINCINNATI,OL,
1992,CINCINNATI,CINCINNATI,CC-A,
2133,HCRPC,SYMMTP,DD,
2134,HCRPC,SYMMTP,B,
2135,HCRPC,SYMMTP,F,
2136,HCRPC,SYMMTP,C,
2137,HCRPC,SYMMTP,E,
2138,HCRPC,SYMMTP,O,
2139,HCRPC,SYMMTP,F,
2140,HCRPC,SYMMTP,A,
2141,TOWNSHIP,SYCMTP,E,
2142,TOWNSHIP,SYCMTP,DD,
2143,TOWNSHIP,SYCMTP,C,
2144,TOWNSHIP,SYCMTP,A,
2145,TOWNSHIP,SYCMTP,OO,
1709,CINCINNATI,CINCINNATI,SF-4,
1710,CINCINNATI,CINCINNATI,ME,
1711,HCRPC,GREETP,A CUP,
1712,HCRPC,GREETP,A PUD,
1713,HCRPC,MIAMTP,A,
1714,HCRPC,MIAMTP,AA,
1715,HCRPC,GREETP,A,
1844,HCRPC,GREETP,F PUD,
1845,HCRPC,GREETP,OO,
1846,HCRPC,GREETP,B,
1847,HCRPC,GREETP,OO,
1848,HCRPC,GREETP,E,
1849,HCRPC,GREETP,A,
1850,HCRPC,GREETP,A PUD,
1851,HCRPC,GREETP,DD,
1852,HCRPC,MIAMTP,EE,
1853,HCRPC,HARRTP,A,
1993,CINCINNATI,CINCINNATI,RM-2.0,
1994,CINCINNATI,CINCINNATI,ML,
1995,CINCINNATI,CINCINNATI,RM-2.0,
1996,CINCINNATI,CINCINNATI,RM-2.0,
1997,HCRPC,SPRGTP,C PUD,
1998,HCRPC,SPRGTP,R-1,
1999,HCRPC,SPRGTP,O-2,
2000,HCRPC,SPRGTP,C PUD,
2001,HCRPC,SPRGTP,R-3,
2002,HCRPC,SPRGTP,R-4,
2003,HCRPC,SPRGTP,O-2,
2184,HCRPC,SYMMTP,A-2,
2185,HCRPC,SYMMTP,A CUP,
2186,HCRPC,SYMMTP,OO,
2187,HCRPC,SYMMTP,A,
2188,HCRPC,SYMMTP,OO,
2189,HCRPC,SYMMTP,EE,
2190,HCRPC,SYMMTP,C,
2191,HCRPC,SYMMTP,OO,
2192,TOWNSHIP,SYCMTP,C,
2193,TOWNSHIP,SYCMTP,A-2,
2194,TOWNSHIP,SYCMTP,A-2,
1716,HCRPC,GREETP,DD,
1717,HCRPC,GREETP,E PUD,
1718,HCRPC,GREETP,C PUD,
1719,HCRPC,GREETP,OO,
1720,HCRPC,GREETP,EE,
1721,HCRPC,GREETP,EE,
1722,HCRPC,GREETP,EE,
1723,HCRPC,COLUTP,F PUD SPI-SC,
1724,HCRPC,COLUTP,E PUD SPI-SC,
1854,HCRPC,HARRTP,A,
1855,HCRPC,HARRTP,A,
1856,HCRPC,COLUTP,A,
1857,HCRPC,COLUTP,DD,
1858,CINCINNATI,CINCINNATI,ML,
1859,CINCINNATI,CINCINNATI,RM-2.0,
1860,CINCINNATI,CINCINNATI,SF-6,
2004,HCRPC,SPRGTP,R-PUD,
2005,HCRPC,SPRGTP,R-4,
2006,HCRPC,SPRGTP,B-2,
2007,HCRPC,SPRGTP,R-4,
2008,ANDERSON,ANDERSON,E,
2009,ANDERSON,ANDERSON,D,
2010,ANDERSON,ANDERSON,A CUP,
2011,ANDERSON,ANDERSON,A CUP,
2012,ANDERSON,ANDERSON,DD,
2013,ANDERSON,ANDERSON,C,
1564,CINCINNATI,CINCINNATI,ML,
1565,CINCINNATI,CINCINNATI,CC-M,
1566,CINCINNATI,CINCINNATI,CC-P,
1567,CINCINNATI,CINCINNATI,PD,
1725,HCRPC,COLUTP,E SPI-SC,
1726,HCRPC,COLUTP,B,
1727,HCRPC,COLUTP,E SPI-SC,
1728,HCRPC,COLUTP,F PUD SPI-SC,
1729,CINCINNATI,CINCINNATI,PR,
2584,ANDERSON,ANDERSON,B CUP,
2585,ANDERSON,ANDERSON,EE,
2586,HCRPC,North Bend,R-3,
2587,HCRPC,North Bend,R-3,
2588,HCRPC,North Bend,R-2,
2589,HCRPC,North Bend,R-2,
2590,HCRPC,North Bend,R-3,
2591,HCRPC,North Bend,M-1,
2774,COLERAIN,COLERAIN,PD-R,
2775,COLERAIN,COLERAIN,PD-B,
2776,COLERAIN,COLERAIN,R-2,
2777,LOCKLAND,LOCKLAND,R-2,
2778,LOCKLAND,LOCKLAND,O-S,
2779,LOCKLAND,LOCKLAND,O-S,
2780,LOCKLAND,LOCKLAND,O-S,
2781,LOCKLAND,LOCKLAND,R-2,
2220,HCRPC,COLUTP,G,
2221,HCRPC,MIAMTP,A PUD,
2222,HCRPC,SYMMTP,H CUP,
2223,HCRPC,SYMMTP,EE,
2224,HCRPC,SYMMTP,OO,
2225,HCRPC,SYMMTP,E,
2226,HCRPC,SYMMTP,EE,
2227,HCRPC,SYMMTP,DD,
2228,HCRPC,SYMMTP,E,
2229,HCRPC,SYMMTP,E,
2230,HCRPC,SYMMTP,A,
2390,HCRPC,GREETP,F,
2391,HCRPC,COLUTP,E SPI-NR,
2392,HCRPC,COLUTP,B SPI-SC,
2393,HCRPC,COLUTP,EE,
2394,HCRPC,COLUTP,EE SPI-SC,
2395,HCRPC,COLUTP,A,
2396,HCRPC,SYMMTP,EE,
2397,HCRPC,SYMMTP,OO,
2398,HCRPC,SYMMTP,A,
2592,HCRPC,North Bend,M-1,
2593,HCRPC,North Bend,B-1,
2594,HCRPC,North Bend,B-1 PUD,
2595,HCRPC,SPRGTP,B-2,
2596,HCRPC,SPRGTP,R-3,
2597,HCRPC,SPRGTP,C PUD,
2598,HCRPC,SPRGTP,R-3,
2599,HCRPC,SPRGTP,R-1A,
2600,HCRPC,SPRGTP,R-2,
2601,HCRPC,SPRGTP,R-PUD,
2602,HCRPC,SPRGTP,R-2,
2603,HCRPC,SPRGTP,R-PUD,
2604,HCRPC,SPRGTP,C PUD,
2605,HCRPC,SPRGTP,O-2,
2782,LOCKLAND,LOCKLAND,R-2,
2783,LOCKLAND,LOCKLAND,R-2,
2784,LOCKLAND,LOCKLAND,R-2,
2785,LOCKLAND,LOCKLAND,C-1,
2786,LOCKLAND,LOCKLAND,R-2,
2787,LOCKLAND,LOCKLAND,I-1,
2788,LOCKLAND,LOCKLAND,I-1,
2789,LOCKLAND,LOCKLAND,R-2,
2790,WOODLAWN,WOODLAWN,D-1,
2791,WOODLAWN,WOODLAWN,D-1,
2792,WOODLAWN,WOODLAWN,D-1,
2793,WOODLAWN,WOODLAWN,D-1,
2794,WOODLAWN,WOODLAWN,R2,
2231,HCRPC,SYMMTP,B CUP,
2232,HCRPC,SYMMTP,EE,
2233,HCRPC,SYMMTP,A,
2234,TOWNSHIP,SYCMTP,DD,
2235,TOWNSHIP,SYCMTP,EE,
2236,TOWNSHIP,SYCMTP,EE,
2237,TOWNSHIP,SYCMTP,B,
2238,TOWNSHIP,SYCMTP,D CUP,
2239,TOWNSHIP,SYCMTP,AA,
2240,TOWNSHIP,SYCMTP,FF,
2241,TOWNSHIP,SYCMTP,OO,
2242,TOWNSHIP,SYCMTP,EE,
2243,TOWNSHIP,SYCMTP,D,
2244,TOWNSHIP,SYCMTP,O,
2245,TOWNSHIP,SYCMTP,DD,
2246,TOWNSHIP,SYCMTP,F,
2399,HCRPC,SYMMTP,FF,
2400,HCRPC,SYMMTP,A-2,
2401,HCRPC,SYMMTP,A-2,
2402,HCRPC,SYMMTP,C,
2403,HCRPC,SYMMTP,H,
2404,HCRPC,SYMMTP,OO,
2405,HCRPC,SYMMTP,DD,
2406,TOWNSHIP,SYCMTP,OO,
2407,TOWNSHIP,SYCMTP,DD,
2408,TOWNSHIP,SYCMTP,E,
2409,TOWNSHIP,SYCMTP,E,
2410,TOWNSHIP,SYCMTP,DD,
2411,TOWNSHIP,SYCMTP,B,
2606,HCRPC,SPRGTP,B-2,
2607,HCRPC,SPRGTP,C PUD,
2608,HCRPC,SPRGTP,B-2,
2609,ANDERSON,ANDERSON,A,
2610,ANDERSON,ANDERSON,A-2 CUP,
2611,ANDERSON,ANDERSON,A-2,
2612,ANDERSON,ANDERSON,DD,
2613,ANDERSON,ANDERSON,B,
2614,ANDERSON,ANDERSON,B CUP,
2615,ANDERSON,ANDERSON,OO,
2616,ANDERSON,ANDERSON,B-2,
2617,ANDERSON,ANDERSON,E PUD,
2618,ANDERSON,ANDERSON,E,
2619,ANDERSON,ANDERSON,EE,
2620,ANDERSON,ANDERSON,C,
2621,ANDERSON,ANDERSON,OO,
2622,ANDERSON,ANDERSON,OO,
2623,ANDERSON,ANDERSON,A-2 CUP,
2795,WOODLAWN,WOODLAWN,R3,
2796,WOODLAWN,WOODLAWN,R3,
2797,WOODLAWN,WOODLAWN,R3,
2798,CHEVIOT,CHEVIOT,M,
2799,CHEVIOT,CHEVIOT,A,
2800,COLERAIN,COLERAIN,PD-R,
2801,COLERAIN,COLERAIN,PD-R,
2802,COLERAIN,COLERAIN,R-7,
2803,COLERAIN,COLERAIN,PD-B,
2247,TOWNSHIP,SYCMTP,DD,
2248,TOWNSHIP,SYCMTP,O,
2249,TOWNSHIP,SYCMTP,E,
2250,TOWNSHIP,SYCMTP,D,
2251,BLUE ASH,BLUE ASH,R-4,
2252,BLUE ASH,BLUE ASH,C-2,
2253,BLUE ASH,BLUE ASH,R-2,
2254,BLUE ASH,BLUE ASH,R-1,
2255,BLUE ASH,BLUE ASH,C-1,
2412,TOWNSHIP,SYCMTP,A,
2413,TOWNSHIP,SYCMTP,OO,
2414,TOWNSHIP,SYCMTP,OO,
2415,TOWNSHIP,SYCMTP,OO,
2416,TOWNSHIP,SYCMTP,E,
2417,TOWNSHIP,SYCMTP,DD,
2418,TOWNSHIP,SYCMTP,EE,
2419,TOWNSHIP,SYCMTP,OO,
2420,ANDERSON,ANDERSON,E,
2421,ANDERSON,ANDERSON,B,
2422,ANDERSON,ANDERSON,O,
2423,ANDERSON,ANDERSON,O-1,
2424,ANDERSON,ANDERSON,OO,
2425,ANDERSON,ANDERSON,B,
2426,ANDERSON,ANDERSON,B,
2427,ANDERSON,ANDERSON,E,
2428,ANDERSON,ANDERSON,A-2,
2624,ANDERSON,ANDERSON,A-2,
2625,BLUE ASH,BLUE ASH,R-1,
2626,BLUE ASH,BLUE ASH,R-2,
2627,BLUE ASH,BLUE ASH,R-3,
2628,BLUE ASH,BLUE ASH,M-4,
2629,BLUE ASH,BLUE ASH,C-1,
2630,BLUE ASH,BLUE ASH,C-1,
2804,COLERAIN,COLERAIN,R-7,
2805,COLERAIN,COLERAIN,O-1,
2806,COLERAIN,COLERAIN,B-1,
2807,COLERAIN,COLERAIN,O-1,
2808,COLERAIN,COLERAIN,PD-B,
2809,COLERAIN,COLERAIN,PD-I,
2810,COLERAIN,COLERAIN,O-1,
2811,COLERAIN,COLERAIN,R-2,
2812, , ,B-2,
2813,COLERAIN,COLERAIN,B-3,
2814,COLERAIN,COLERAIN,R-3,
2815,COLERAIN,COLERAIN,B-2,
2256,BLUE ASH,BLUE ASH,C-2,
2257,BLUE ASH,BLUE ASH,R-3,
2258,BLUE ASH,BLUE ASH,R-3,
2259,BLUE ASH,BLUE ASH,M-4,
2260,BLUE ASH,BLUE ASH,M-2,
2261,HCRPC,GREETP,O PUD,
2262,HCRPC,GREETP,E CUP,
2263,HCRPC,GREETP,DD,
2264,HCRPC,GREETP,A,
2265,HCRPC,GREETP,A-2 PUD,
2266,HCRPC,GREETP,A CUP,
2429,ANDERSON,ANDERSON,EE,
2430,ANDERSON,ANDERSON,ID,
2431,ANDERSON,ANDERSON,AA CUP,
2432,ANDERSON,ANDERSON,DD,
2433,ANDERSON,ANDERSON,C,
2434,ANDERSON,ANDERSON,EE,
2435,ANDERSON,ANDERSON,OO,
2436,HCRPC,GREETP,A-2,
2437,HCRPC,GREETP,E,
2438,HCRPC,COLUTP,DD,
2439,HCRPC,COLUTP,E CUP SPI-SC,
2631,BLUE ASH,BLUE ASH,M-4,
2632,HCRPC,North Bend,B2PD,
2633,HCRPC,North Bend,B-2,
2634,HCRPC,North Bend,R-2,
2635,HCRPC,North Bend,M-1,
2636,HCRPC,North Bend,R2PD,
2637,HCRPC,North Bend,R-3,
2638,HCRPC,North Bend,B-1,
2639,HCRPC,North Bend,B-2,
2640,HCRPC,North Bend,R-2,
