OBJECTID,TOWNSHIP,DISTZONE,ZONING,ZONE
1336,CINCINNATI,CINCINNATI,IR,
1337,CINCINNATI,CINCINNATI,CC-M,
1338,CINCINNATI,CINCINNATI,SF-6,
1339,CINCINNATI,CINCINNATI,SF-4,
1489,CINCINNATI,CINCINNATI,SF-2,
1490,CINCINNATI,CINCINNATI,SF-10,
1491,CINCINNATI,CINCINNATI,RM-1.2,
1492,CINCINNATI,CINCINNATI,RMX,
1493,CINCINNATI,CINCINNATI,SF-6,
1494,CINCINNATI,CINCINNATI,SF-2,
1495,CINCINNATI,CINCINNATI,RMX,
1496,CINCINNATI,CINCINNATI,SF-6,
1072,CINCINNATI,CINCINNATI,SF-6,
1073,CINCINNATI,CINCINNATI,OL,
1074,CINCINNATI,CINCINNATI,SF-4,
1075,CINCINNATI,CINCINNATI,T3N,
1076,CINCINNATI,CINCINNATI,T4N.MF,
1077,CINCINNATI,CINCINNATI,SF-6,
1078,CINCINNATI,CINCINNATI,SF-20,
1079,CINCINNATI,CINCINNATI,OL,
1214,CINCINNATI,CINCINNATI,SF-2,
1215,CINCINNATI,CINCINNATI,PR,
1216,CINCINNATI,CINCINNATI,RF-R,
1217,CINCINNATI,CINCINNATI,SF-6,
1218,CINCINNATI,CINCINNATI,RMX,
1340,CINCINNATI,CINCINNATI,CG-A,
1341,CINCINNATI,CINCINNATI,SF-20,
1342,CINCINNATI,CINCINNATI,PR,
1343,CINCINNATI,CINCINNATI,ML,
1344,CINCINNATI,CINCINNATI,OL,
1345,CINCINNATI,CINCINNATI,SF-4,
1346,CINCINNATI,CINCINNATI,RM-2.0,
1347,CINCINNATI,CINCINNATI,RF-M,
1528,CINCINNATI,CINCINNATI,SF-10,
1529,CINCINNATI,CINCINNATI,CN-M,
1530,CINCINNATI,CINCINNATI,CC-A,
1531,CINCINNATI,CINCINNATI,CC-P,
1532,CINCINNATI,CINCINNATI,RM-2.0,
1533,CINCINNATI,CINCINNATI,OL,
1534,CINCINNATI,CINCINNATI,CG-A,
1535,CINCINNATI,CINCINNATI,CG-A,
1080,CINCINNATI,CINCINNATI,CG-A,
1081,CINCINNATI,CINCINNATI,PR,
1082,CINCINNATI,CINCINNATI,RM-2.0,
1083,CINCINNATI,CINCINNATI,PR,
1084,CINCINNATI,CINCINNATI,RM-0.7,
1085,CINCINNATI,CINCINNATI,SF-4,
1219,CINCINNATI,CINCINNATI,RMX,
1220,CINCINNATI,CINCINNATI,CN-P,
1221,CINCINNATI,CINCINNATI,SF-2,
1222,CINCINNATI,CINCINNATI,SF-20,
1223,CINCINNATI,CINCINNATI,PR,
1224,CINCINNATI,CINCINNATI,ML,
1225,CINCINNATI,CINCINNATI,SF-4,
1348,CINCINNATI,CINCINNATI,CC-M,
1349,CINCINNATI,CINCINNATI,SF-20,
1350,CINCINNATI,CINCINNATI,OL,
1351,CINCINNATI,CINCINNATI,RM-1.2,
1352,CINCINNATI,CINCINNATI,MG,
1353,CINCINNATI,CINCINNATI,SF-4,
1354,CINCINNATI,CINCINNATI,PR,
1355,CINCINNATI,CINCINNATI,RM-0.7,
1557,CINCINNATI,CINCINNATI,RMX,
1558,CINCINNATI,CINCINNATI,SF-10,
1559,CINCINNATI,CINCINNATI,SF-6,
1560,CINCINNATI,CINCINNATI,OL,
1561,CINCINNATI,CINCINNATI,RM-1.2,
1562,CINCINNATI,CINCINNATI,SF-20,
1563,CINCINNATI,CINCINNATI,RM-1.2,
1086,CINCINNATI,CINCINNATI,RM-2.0,
1087,CINCINNATI,CINCINNATI,CN-P,
1088,CINCINNATI,CINCINNATI,CN-P,
1089,CINCINNATI,CINCINNATI,SF-4,
1090,CINCINNATI,CINCINNATI,PR,
1091,CINCINNATI,CINCINNATI,PR,
1092,CINCINNATI,CINCINNATI,SF-6,
1226,CINCINNATI,CINCINNATI,CG-A,
1227,CINCINNATI,CINCINNATI,SF-4,
1228,CINCINNATI,CINCINNATI,ML,
1229,CINCINNATI,CINCINNATI,CN-M,
1230,CINCINNATI,CINCINNATI,SF-10,
1231,CINCINNATI,CINCINNATI,SF-20,
1232,CINCINNATI,CINCINNATI,CN-P,
1233,CINCINNATI,CINCINNATI,CC-P,
1234,CINCINNATI,CINCINNATI,SF-6,
1235,CINCINNATI,CINCINNATI,SF-20,
1236,CINCINNATI,CINCINNATI,SF-20,
1237,CINCINNATI,CINCINNATI,SF-20,
1356,CINCINNATI,CINCINNATI,RM-2.0,
1357,CINCINNATI,CINCINNATI,CC-M,
1358,CINCINNATI,CINCINNATI,MG,
1359,CINCINNATI,CINCINNATI,RM-0.7,
1360,CINCINNATI,CINCINNATI,SF-10,
1361,CINCINNATI,CINCINNATI,CN-P,
1362,CINCINNATI,CINCINNATI,PR,
1363,CINCINNATI,CINCINNATI,PR,
1364,CINCINNATI,CINCINNATI,PR,
1497,CINCINNATI,CINCINNATI,PR,
1498,CINCINNATI,CINCINNATI,SF-6,
1499,CINCINNATI,CINCINNATI,SF-4,
1500,CINCINNATI,CINCINNATI,CC-P,
1501,CINCINNATI,CINCINNATI,CN-M,
1502,CINCINNATI,CINCINNATI,CN-M,
1503,CINCINNATI,CINCINNATI,SF-6,
1504,CINCINNATI,CINCINNATI,SF-4,
1505,CINCINNATI,CINCINNATI,SF-6,
1506,CINCINNATI,CINCINNATI,CC-A,
1507,CINCINNATI,CINCINNATI,ML,
1508,CINCINNATI,CINCINNATI,PR,
1093,CINCINNATI,CINCINNATI,RM-1.2,
1094,CINCINNATI,CINCINNATI,PR,
1095,CINCINNATI,CINCINNATI,RM-2.0,
1096,CINCINNATI,CINCINNATI,IR,
1097,CINCINNATI,CINCINNATI,SF-6,
1098,CINCINNATI,CINCINNATI,CC-P,
1099,CINCINNATI,CINCINNATI,PR,
1100,CINCINNATI,CINCINNATI,RMX,
1101,CINCINNATI,CINCINNATI,CC-A,
1102,CINCINNATI,CINCINNATI,SF-20,
1103,CINCINNATI,CINCINNATI,SF-4,
1104,CINCINNATI,CINCINNATI,CN-P,
1105,CINCINNATI,CINCINNATI,SF-6,
1238,CINCINNATI,CINCINNATI,CN-P,
1239,CINCINNATI,CINCINNATI,CN-M,
1240,CINCINNATI,CINCINNATI,MG,
1241,CINCINNATI,CINCINNATI,T4N.SF-O,
1242,CINCINNATI,CINCINNATI,T5MS,
1243,CINCINNATI,CINCINNATI,T4N.MF,
1244,CINCINNATI,CINCINNATI,T5N.SS-O,
1245,CINCINNATI,CINCINNATI,T3N,
1246,CINCINNATI,CINCINNATI,PR,
1247,CINCINNATI,CINCINNATI,CN-M,
1248,CINCINNATI,CINCINNATI,RMX,
1365,CINCINNATI,CINCINNATI,IR,
1366,CINCINNATI,CINCINNATI,DD,
1367,CINCINNATI,CINCINNATI,IR,
1368,CINCINNATI,CINCINNATI,IR,
1369,CINCINNATI,CINCINNATI,SF-10,
1370,CINCINNATI,CINCINNATI,T3N,
1536,CINCINNATI,CINCINNATI,RM-1.2,
1537,CINCINNATI,CINCINNATI,PR,
1538,CINCINNATI,CINCINNATI,RM-2.0,
1539,CINCINNATI,CINCINNATI,MG,
1540,CINCINNATI,CINCINNATI,RM-2.0,
1541,CINCINNATI,CINCINNATI,PR,
1542,CINCINNATI,CINCINNATI,OL,
1106,CINCINNATI,CINCINNATI,SF-6,
1107,CINCINNATI,CINCINNATI,SF-6,
1108,CINCINNATI,CINCINNATI,PR,
1109,CINCINNATI,CINCINNATI,RM-0.7,
1110,CINCINNATI,CINCINNATI,OL,
1111,CINCINNATI,CINCINNATI,ML,
1112,CINCINNATI,CINCINNATI,RM-2.0,
1113,CINCINNATI,CINCINNATI,RM-1.2,
1114,CINCINNATI,CINCINNATI,PR,
1115,CINCINNATI,CINCINNATI,SF-20,
1116,CINCINNATI,CINCINNATI,SF-20,
1117,CINCINNATI,CINCINNATI,SF-10,
1118,CINCINNATI,CINCINNATI,CC-M,
1249,CINCINNATI,CINCINNATI,PR,
1250,CINCINNATI,CINCINNATI,PR,
1251,CINCINNATI,CINCINNATI,SF-6,
1252,CINCINNATI,CINCINNATI,CC-A,
1253,CINCINNATI,CINCINNATI,SF-4,
1254,CINCINNATI,CINCINNATI,SF-6,
1255,CINCINNATI,CINCINNATI,OL,
1371,CINCINNATI,CINCINNATI,T3N,
1372,CINCINNATI,CINCINNATI,T5MS-O,
1373,CINCINNATI,CINCINNATI,T5MS-O,
1374,CINCINNATI,CINCINNATI,T5MS-O,
1375,CINCINNATI,CINCINNATI,T5MS-O,
1376,CINCINNATI,CINCINNATI,T5MS-O,
1377,CINCINNATI,CINCINNATI,RMX,
1378,CINCINNATI,CINCINNATI,RMX,
1379,CINCINNATI,CINCINNATI,OL,
1464,CINCINNATI,CINCINNATI,RM-2.0,
1465,CINCINNATI,CINCINNATI,PR,
1466,CINCINNATI,CINCINNATI,SF-4,
1467,CINCINNATI,CINCINNATI,CN-P,
1468,CINCINNATI,CINCINNATI,SF-2,
1469,CINCINNATI,CINCINNATI,CN-P,
1470,HCRPC,GREETP,A-2 PUD,
1471,HCRPC,GREETP,E PUD,
1472,HCRPC,GREETP,DD,
1473,HCRPC,GREETP,OO,
1119,CINCINNATI,CINCINNATI,CN-P,
1120,CINCINNATI,CINCINNATI,CN-P,
1121,CINCINNATI,CINCINNATI,SF-6,
1122,CINCINNATI,CINCINNATI,SF-10,
1123,CINCINNATI,CINCINNATI,SF-4,
1124,CINCINNATI,CINCINNATI,RM-0.7,
1125,CINCINNATI,CINCINNATI,T5MS-O,
1126,CINCINNATI,CINCINNATI,T4N.MF-O,
1127,CINCINNATI,CINCINNATI,CN-M,
1256,CINCINNATI,CINCINNATI,RM-2.0,
1257,CINCINNATI,CINCINNATI,RM-0.7,
1258,CINCINNATI,CINCINNATI,SF-4,
1259,CINCINNATI,CINCINNATI,CC-M,
1260,CINCINNATI,CINCINNATI,PR,
1261,CINCINNATI,CINCINNATI,SF-4,
1262,CINCINNATI,CINCINNATI,RM-1.2,
1263,CINCINNATI,CINCINNATI,RF-R,
1380,CINCINNATI,CINCINNATI,RM-2.0,
1381,CINCINNATI,CINCINNATI,PR,
1382,CINCINNATI,CINCINNATI,SF-2,
1383,CINCINNATI,CINCINNATI,SF-6,
1384,CINCINNATI,CINCINNATI,SF-6,
1385,CINCINNATI,CINCINNATI,MG,
1386,CINCINNATI,CINCINNATI,RM-2.0,
1387,CINCINNATI,CINCINNATI,SF-4,
1388,CINCINNATI,CINCINNATI,CC-M,
1509,CINCINNATI,CINCINNATI,RM-1.2,
1510,CINCINNATI,CINCINNATI,RM-2.0,
1511,HCRPC,GREETP,OO,
1512,HCRPC,COLUTP,F,
1513,HCRPC,COLUTP,A,
1514,HCRPC,COLUTP,H,
1515,HCRPC,GREETP,B,
1516,HCRPC,GREETP,C,
1517,HCRPC,GREETP,B,
1518,HCRPC,GREETP,O,
1519,HCRPC,GREETP,OO,
1128,CINCINNATI,CINCINNATI,SF-4,
1129,CINCINNATI,CINCINNATI,CN-M,
1130,CINCINNATI,CINCINNATI,PR,
1131,CINCINNATI,CINCINNATI,SF-4,
1132,CINCINNATI,CINCINNATI,CC-P,
1133,CINCINNATI,CINCINNATI,SF-4,
1134,CINCINNATI,CINCINNATI,RMX,
1135,CINCINNATI,CINCINNATI,SF-10,
1264,CINCINNATI,CINCINNATI,CC-A,
1265,CINCINNATI,CINCINNATI,RM-2.0,
1266,CINCINNATI,CINCINNATI,CC-A,
1267,CINCINNATI,CINCINNATI,CC-P,
1268,CINCINNATI,CINCINNATI,OL,
1269,CINCINNATI,CINCINNATI,CC-P,
1270,CINCINNATI,CINCINNATI,CC-P,
1271,CINCINNATI,CINCINNATI,RM-0.7,
1272,CINCINNATI,CINCINNATI,CC-P,
1273,CINCINNATI,CINCINNATI,CC-A,
1274,CINCINNATI,CINCINNATI,CC-A,
1275,CINCINNATI,CINCINNATI,RM-2.0,
1389,CINCINNATI,CINCINNATI,RMX,
1390,CINCINNATI,CINCINNATI,SF-20,
1391,CINCINNATI,CINCINNATI,SF-2,
1392,CINCINNATI,CINCINNATI,ML,
1393,CINCINNATI,CINCINNATI,CC-A,
1543,HCRPC,GREETP,E PUD,
1544,HCRPC,HARRTP,EE SPI-SC,
1545,HCRPC,COLUTP,F PUD SPI-SC,
1546,HCRPC,COLUTP,E SPI-SC,
1547,HCRPC,COLUTP,G,
1548,HCRPC,GREETP,A PUD,
1549,HCRPC,COLUTP,F PUD SPI-SC,
1550,HCRPC,MIAMTP,EE,
1551,HCRPC,GREETP,E,
1552,HCRPC,COLUTP,E PUD SPI-SC,
1136,CINCINNATI,CINCINNATI,CC-P,
1137,CINCINNATI,CINCINNATI,OL,
1138,CINCINNATI,CINCINNATI,RM-2.0,
1139,CINCINNATI,CINCINNATI,CC-M,
1140,CINCINNATI,CINCINNATI,CN-M,
1141,CINCINNATI,CINCINNATI,SF-10,
1276,CINCINNATI,CINCINNATI,T3N,
1277,CINCINNATI,CINCINNATI,RM-0.7,
1278,CINCINNATI,CINCINNATI,RM-0.7,
1279,CINCINNATI,CINCINNATI,T4N.SF-O,
1280,CINCINNATI,CINCINNATI,T4N.SF-O,
1281,CINCINNATI,CINCINNATI,IR,
1394,CINCINNATI,CINCINNATI,ML,
1395,CINCINNATI,CINCINNATI,SF-2,
1396,CINCINNATI,CINCINNATI,ML,
1397,CINCINNATI,CINCINNATI,SF-6,
1398,CINCINNATI,CINCINNATI,CN-P,
1399,CINCINNATI,CINCINNATI,OL,
1400,CINCINNATI,CINCINNATI,CN-P,
1401,CINCINNATI,CINCINNATI,SF-2,
1402,CINCINNATI,CINCINNATI,CN-P,
1403,CINCINNATI,CINCINNATI,RM-0.7,
1404,CINCINNATI,CINCINNATI,SF-6,
1405,CINCINNATI,CINCINNATI,SF-20,
1474,HCRPC,GREETP,EE,
1475,HCRPC,COLUTP,F SPI-SC,
1476,HCRPC,GREETP,E PUD,
1477,HCRPC,HARRTP,FF,
1478,HCRPC,GREETP,B,
1479,HCRPC,GREETP,EE,
1480,CINCINNATI,CINCINNATI,OG,
1481,CINCINNATI,CINCINNATI,SF-4,
1482,CINCINNATI,CINCINNATI,SF-20,
1483,CINCINNATI,CINCINNATI,SF-6,
1484,CINCINNATI,CINCINNATI,SF-10,
1485,CINCINNATI,CINCINNATI,PR,
1486,CINCINNATI,CINCINNATI,OL,
1487,CINCINNATI,CINCINNATI,SF-10,
1488,CINCINNATI,CINCINNATI,SF-6,
1142,CINCINNATI,CINCINNATI,SF-10,
1143,CINCINNATI,CINCINNATI,SF-10,
1144,CINCINNATI,CINCINNATI,T5MS,
1145,CINCINNATI,CINCINNATI,RM-0.7,
1146,CINCINNATI,CINCINNATI,CN-M,
1147,CINCINNATI,CINCINNATI,CN-M,
1148,CINCINNATI,CINCINNATI,T4N.SF,
1149,CINCINNATI,CINCINNATI,RMX,
1150,CINCINNATI,CINCINNATI,RM-1.2,
1282,CINCINNATI,CINCINNATI,PR,
1283,CINCINNATI,CINCINNATI,RM-0.7,
1284,CINCINNATI,CINCINNATI,SF-4,
1285,CINCINNATI,CINCINNATI,MG,
1286,CINCINNATI,CINCINNATI,CC-A,
1287,CINCINNATI,CINCINNATI,SF-4,
1288,CINCINNATI,CINCINNATI,RM-2.0,
1289,CINCINNATI,CINCINNATI,SF-6,
1406,CINCINNATI,CINCINNATI,CC-M,
1407,CINCINNATI,CINCINNATI,CC-M,
1408,CINCINNATI,CINCINNATI,PR,
1409,CINCINNATI,CINCINNATI,SF-10,
1410,CINCINNATI,CINCINNATI,RM-1.2,
1411,CINCINNATI,CINCINNATI,OL,
1412,CINCINNATI,CINCINNATI,SF-6,
1520,HCRPC,GREETP,B-2 CUP,
1521,CINCINNATI,CINCINNATI,RM-0.7,
1522,CINCINNATI,CINCINNATI,SF-20,
1523,CINCINNATI,CINCINNATI,SF-4,
1524,CINCINNATI,CINCINNATI,RM-1.2,
1525,CINCINNATI,CINCINNATI,PR,
1526,CINCINNATI,CINCINNATI,IR,
1527,CINCINNATI,CINCINNATI,SF-4,
1151,CINCINNATI,CINCINNATI,RMX,
1152,CINCINNATI,CINCINNATI,CN-P,
1153,CINCINNATI,CINCINNATI,MG,
1154,CINCINNATI,CINCINNATI,SF-4,
1155,CINCINNATI,CINCINNATI,SF-6,
1156,CINCINNATI,CINCINNATI,OL,
1157,CINCINNATI,CINCINNATI,RM-2.0,
1158,CINCINNATI,CINCINNATI,RMX,
1159,CINCINNATI,CINCINNATI,RM-0.7,
1160,CINCINNATI,CINCINNATI,CC-P,
1161,CINCINNATI,CINCINNATI,RM-1.2,
1290,CINCINNATI,CINCINNATI,RMX,
1291,CINCINNATI,CINCINNATI,SF-4,
1292,CINCINNATI,CINCINNATI,PR,
1293,CINCINNATI,CINCINNATI,SF-6,
1294,CINCINNATI,CINCINNATI,SF-6,
1295,CINCINNATI,CINCINNATI,SF-20,
1413,CINCINNATI,CINCINNATI,CN-P,
1414,CINCINNATI,CINCINNATI,PR,
1415,CINCINNATI,CINCINNATI,PR,
1416,CINCINNATI,CINCINNATI,MG,
1417,CINCINNATI,CINCINNATI,SF-10,
1418,CINCINNATI,CINCINNATI,SF-4,
1419,CINCINNATI,CINCINNATI,SF-2,
1420,CINCINNATI,CINCINNATI,RMX,
1421,CINCINNATI,CINCINNATI,RMX,
1422,CINCINNATI,CINCINNATI,SF-2,
1423,CINCINNATI,CINCINNATI,PR,
1553,CINCINNATI,CINCINNATI,SF-2,
1554,CINCINNATI,CINCINNATI,PR,
1555,CINCINNATI,CINCINNATI,SF-2,
1556,CINCINNATI,CINCINNATI,RF-M,
1162,CINCINNATI,CINCINNATI,SF-10,
1163,CINCINNATI,CINCINNATI,SF-4,
1164,CINCINNATI,CINCINNATI,PR,
1165,CINCINNATI,CINCINNATI,OG,
1166,CINCINNATI,CINCINNATI,RMX,
1167,CINCINNATI,CINCINNATI,CC-M,
1168,CINCINNATI,CINCINNATI,ML,
1169,CINCINNATI,CINCINNATI,RM-2.0,
1170,CINCINNATI,CINCINNATI,PR,
1171,CINCINNATI,CINCINNATI,SF-20,
1296,CINCINNATI,CINCINNATI,SF-20,
1297,CINCINNATI,CINCINNATI,CC-A,
1298,CINCINNATI,CINCINNATI,SF-6,
1299,CINCINNATI,CINCINNATI,RM-2.0,
1300,CINCINNATI,CINCINNATI,OG,
1301,CINCINNATI,CINCINNATI,CN-P,
1424,CINCINNATI,CINCINNATI,MA,
1425,CINCINNATI,CINCINNATI,PR,
1426,CINCINNATI,CINCINNATI,CC-M,
1427,CINCINNATI,CINCINNATI,OL,
1428,CINCINNATI,CINCINNATI,RM-1.2,
1429,CINCINNATI,CINCINNATI,IR,
1430,CINCINNATI,CINCINNATI,PR,
1026,CINCINNATI,CINCINNATI,SF-6,
1027,CINCINNATI,CINCINNATI,RM-1.2,
1028,CINCINNATI,CINCINNATI,CC-M,
1029,CINCINNATI,CINCINNATI,CN-M,
1030,CINCINNATI,CINCINNATI,RMX,
1031,CINCINNATI,CINCINNATI,CC-A,
1032,CINCINNATI,CINCINNATI,SF-4,
1033,CINCINNATI,CINCINNATI,RMX,
1172,CINCINNATI,CINCINNATI,SF-4,
1173,CINCINNATI,CINCINNATI,T4N.MF,
1174,CINCINNATI,CINCINNATI,CN-P,
1175,CINCINNATI,CINCINNATI,CC-P,
1176,CINCINNATI,CINCINNATI,CC-A,
1177,CINCINNATI,CINCINNATI,SF-20,
1178,CINCINNATI,CINCINNATI,SF-20,
1179,CINCINNATI,CINCINNATI,SF-20,
1180,CINCINNATI,CINCINNATI,SF-6,
1181,CINCINNATI,CINCINNATI,SF-20,
1182,CINCINNATI,CINCINNATI,SF-4,
1183,CINCINNATI,CINCINNATI,ML,
1861,CINCINNATI,CINCINNATI,SF-6,
1862,CINCINNATI,CINCINNATI,SF-2,
1863,CINCINNATI,CINCINNATI,SF-20,
1864,CINCINNATI,CINCINNATI,PR,
1865,CINCINNATI,CINCINNATI,PR,
1866,CINCINNATI,CINCINNATI,RMX,
1867,CINCINNATI,CINCINNATI,PR,
1868,CINCINNATI,CINCINNATI,SF-2,
1869,CINCINNATI,CINCINNATI,SF-4,
1870,CINCINNATI,CINCINNATI,CN-M,
2014,ANDERSON,ANDERSON,DD,
2015,ANDERSON,ANDERSON,AA,
2016,ANDERSON,ANDERSON,B,
2017,ANDERSON,ANDERSON,B,
2018,ANDERSON,ANDERSON,OO,
2019,ANDERSON,ANDERSON,EE,
2020,HCRPC,MIAMTP,A CUP,
2021,HCRPC,MIAMTP,AA CUP,
2022,HCRPC,MIAMTP,A,
2023,HCRPC,MIAMTP,AA,
2024,HCRPC,MIAMTP,A PUD,
2025,HCRPC,MIAMTP,AA,
2026,HCRPC,MIAMTP,A,
2027,HCRPC,MIAMTP,AA,
1568,CINCINNATI,CINCINNATI,PD,
1569,CINCINNATI,CINCINNATI,SF-6,
1570,CINCINNATI,CINCINNATI,SF-6,
1571,CINCINNATI,CINCINNATI,SF-6,
1572,CINCINNATI,CINCINNATI,PD,
1573,HCRPC,GREETP,E,
1574,HCRPC,GREETP,B,
1575,HCRPC,GREETP,A-2,
1576,HCRPC,GREETP,AA,
1577,HCRPC,GREETP,B,
1578,HCRPC,GREETP,A-2 PUD,
1579,HCRPC,GREETP,DD,
1580,HCRPC,HARRTP,GG SPI-SC,
1730,CINCINNATI,CINCINNATI,SF-6,
1731,CINCINNATI,CINCINNATI,PR,
1732,CINCINNATI,CINCINNATI,RMX,
1733,CINCINNATI,CINCINNATI,PR,
1734,CINCINNATI,CINCINNATI,RM-0.7,
1735,CINCINNATI,CINCINNATI,RM-1.2,
1871,HCRPC,GREETP,A PUD,
1872,HCRPC,GREETP,B-2,
1873,HCRPC,GREETP,DD,
1874,HCRPC,GREETP,C,
1875,HCRPC,GREETP,OO,
1876,HCRPC,GREETP,EE,
1877,HCRPC,GREETP,B PUD,
1878,HCRPC,GREETP,E,
1879,HCRPC,GREETP,AA,
1880,HCRPC,GREETP,C,
1881,HCRPC,GREETP,B,
1882,HCRPC,GREETP,B-2,
1883,HCRPC,GREETP,A-2 CUP,
1884,HCRPC,GREETP,A,
2028,HCRPC,MIAMTP,A,
2029,HCRPC,GREETP,C CUP,
2030,HCRPC,SYMMTP,A,
2031,HCRPC,SYMMTP,O,
2032,HCRPC,SYMMTP,H,
2033,HCRPC,SYMMTP,A,
2034,HCRPC,SYMMTP,H,
1581,HCRPC,GREETP,F,
1582,HCRPC,GREETP,F,
1583,HCRPC,MIAMTP,O PUD,
1584,HCRPC,COLUTP,E PUD SPI-SC,
1585,HCRPC,GREETP,F PUD,
1586,CINCINNATI,CINCINNATI,CC-P,
1587,CINCINNATI,CINCINNATI,SF-6,
1588,CINCINNATI,CINCINNATI,SF-20,
1589,CINCINNATI,CINCINNATI,PR,
1590,CINCINNATI,CINCINNATI,RM-2.0,
1591,CINCINNATI,CINCINNATI,RM-1.2,
1736,CINCINNATI,CINCINNATI,CN-P,
1737,CINCINNATI,CINCINNATI,SF-4,
1738,CINCINNATI,CINCINNATI,SF-2,
1739,CINCINNATI,CINCINNATI,PR,
1740,HCRPC,GREETP,OO,
1741,HCRPC,GREETP,OO,
1742,HCRPC,GREETP,DD,
1743,HCRPC,GREETP,OO,
1744,HCRPC,GREETP,O,
1745,HCRPC,GREETP,E,
1746,HCRPC,GREETP,D,
1747,HCRPC,HARRTP,A SPI-SC,
1748,HCRPC,HARRTP,F SPI-SC,
1885,HCRPC,GREETP,B CUP,
1886,HCRPC,GREETP,B-2,
1887,HCRPC,GREETP,DD,
1888,HCRPC,COLUTP,G PUD SPI-SC,
1889,HCRPC,COLUTP,F SPI-SC,
1890,HCRPC,COLUTP,C SPI-SC,
1891,HCRPC,COLUTP,OO SPI-SC,
1892,HCRPC,COLUTP,EE SPI-SC,
1893,HCRPC,COLUTP,C,
1894,HCRPC,COLUTP,G PUD SPI-SC,
1895,HCRPC,COLUTP,E SPI-SC,
2035,HCRPC,SYMMTP,B,
2036,HCRPC,SYMMTP,OO,
2037,HCRPC,SYMMTP,EE,
2038,HCRPC,SPRGTP,R-2,
2039,HCRPC,SPRGTP,B-2,
2040,HCRPC,SPRGTP,C PUD,
2041,HCRPC,SPRGTP,R-1,
1592,CINCINNATI,CINCINNATI,RM-1.2,
1593,CINCINNATI,CINCINNATI,PR,
1594,CINCINNATI,CINCINNATI,ML,
1595,CINCINNATI,CINCINNATI,MG,
1596,CINCINNATI,CINCINNATI,RMX,
1597,CINCINNATI,CINCINNATI,SF-4,
1598,CINCINNATI,CINCINNATI,PR,
1599,CINCINNATI,CINCINNATI,SF-4,
1600,CINCINNATI,CINCINNATI,SF-2,
1601,CINCINNATI,CINCINNATI,SF-6,
1602,CINCINNATI,CINCINNATI,SF-10,
1603,CINCINNATI,CINCINNATI,RF-C,
1749,HCRPC,HARRTP,FF SPI-SC,
1750,HCRPC,HARRTP,F PUD SPI-SC,
1751,HCRPC,GREETP,A,
1752,HCRPC,GREETP,EE,
1753,HCRPC,GREETP,F PUD,
1754,HCRPC,GREETP,EE,
1755,HCRPC,GREETP,C,
1756,HCRPC,GREETP,DD,
1757,HCRPC,GREETP,C,
1896,CINCINNATI,CINCINNATI,CC-A,
1897,CINCINNATI,CINCINNATI,SF-20,
1898,CINCINNATI,CINCINNATI,CC-P,
1899,CINCINNATI,CINCINNATI,PR,
1900,CINCINNATI,CINCINNATI,RMX,
1901,CINCINNATI,CINCINNATI,OL,
1902,CINCINNATI,CINCINNATI,RMX,
1903,CINCINNATI,CINCINNATI,OL,
2042,HCRPC,SPRGTP,R-PUD,
2043,HCRPC,SPRGTP,R-PUD,
2044,ANDERSON,ANDERSON,B CUP,
2045, , ,OO,
2046,ANDERSON,ANDERSON,O,
2047,ANDERSON,ANDERSON,B,
2048,ANDERSON,ANDERSON,DD,
2049,ANDERSON,ANDERSON,DD,
2050, , ,E PUD,
2051,ANDERSON,ANDERSON,DD,
2052,ANDERSON,ANDERSON,OO,
2053,ANDERSON,ANDERSON,E,
2054,HCRPC,GREETP,OO,
2055,HCRPC,GREETP,A,
2056,HCRPC,GREETP,EE,
1604,HCRPC,GREETP,F,
1605,HCRPC,GREETP,C,
1606,HCRPC,GREETP,E PUD,
1607,HCRPC,HARRTP,D,
1608,HCRPC,HARRTP,F,
1609,HCRPC,HARRTP,D,
1610,HCRPC,HARRTP,B,
1611,HCRPC,HARRTP,E,
1612,HCRPC,HARRTP,AA,
1613,HCRPC,HARRTP,A,
1614,HCRPC,HARRTP,AA,
1758,HCRPC,GREETP,A CUP,
1759,CINCINNATI,CINCINNATI,CN-M,
1760,CINCINNATI,CINCINNATI,SF-4,
1761,CINCINNATI,CINCINNATI,CN-M,
1762,CINCINNATI,CINCINNATI,SF-2,
1763,CINCINNATI,CINCINNATI,PR,
1764,CINCINNATI,CINCINNATI,RM-1.2,
1765,CINCINNATI,CINCINNATI,MG,
1904,CINCINNATI,CINCINNATI,SF-4,
1905,CINCINNATI,CINCINNATI,RM-2.0,
1906,CINCINNATI,CINCINNATI,PR,
1907,CINCINNATI,CINCINNATI,RM-1.2,
1908,HCRPC,GREETP,F,
1909,HCRPC,COLUTP,F SPI-SC,
2086,HCRPC,SPRGTP,R-2,
2087,HCRPC,SPRGTP,R-4,
2088,HCRPC,SPRGTP,B-2,
2089,HCRPC,SPRGTP,C PUD,
2090,HCRPC,SPRGTP,B-2,
2091,HCRPC,SPRGTP,C PUD,
2092,HCRPC,SPRGTP,R-3,
2093,HCRPC,SPRGTP,R-1A,
2094,HCRPC,SPRGTP,R-2,
2095,HCRPC,SPRGTP,R-1A,
2096,HCRPC,SPRGTP,C PUD,
2097,HCRPC,SPRGTP,O-2,
2098,ANDERSON,ANDERSON,B CUP,
1615,HCRPC,COLUTP,F SPI-SC,
1616,HCRPC,COLUTP,EE,
