"cell_id","lat_cell","long_cell","category","valid_sale","median_sale_price","max_sale_price","num_prop_sales"
890026,39.1074975168452,-84.5686401462744,"commercial","Y",69040,245000,4
890026,39.1074975168452,-84.5686401462744,"residential","N",22660,52118,15
890026,39.1074975168452,-84.5686401462744,"residential","Y",12480,972209.6,56
890027,39.1097475188524,-84.5686401462761,"commercial","N",52206,59664,2
890027,39.1097475188524,-84.5686401462761,"commercial","Y",19590,190336.44,11
890027,39.1097475188524,-84.5686401462761,"residential","N",20688,45705.11,5
890027,39.1097475188524,-84.5686401462761,"residential","Y",12930,36568,17
890028,39.1119975208589,-84.5686401462779,"residential","N",50985,57783,4
890028,39.1119975208589,-84.5686401462779,"residential","Y",22599.41,77066,18
890029,39.1142475228646,-84.5686401462796,"commercial","N",90640,90640,1
890029,39.1142475228646,-84.5686401462796,"commercial","Y",51395,107961,4
890029,39.1142475228646,-84.5686401462796,"residential","N",33321.7,88404.446,11
890029,39.1142475228646,-84.5686401462796,"residential","Y",28325,78540.8,23
890032,39.1209975288773,-84.5686401462847,"residential","N",114093.1,114093.1,2
890032,39.1209975288773,-84.5686401462847,"residential","Y",27723.885,88586.24,9
890035,39.1277475348832,-84.5686401462899,"residential","N",20896,39776,5
890035,39.1277475348832,-84.5686401462899,"residential","Y",20500,57876,9
890036,39.1299975368837,-84.5686401462916,"residential","N",38522,38522,1
890036,39.1299975368837,-84.5686401462916,"residential","Y",16495.5,41600,10
