"cell_id","lat","long","neighborhood","dist","stop_id","lat_stop","long_stop","n_object"
770026,39.1075009178267,-84.5415295885787,"Lower Price Hill",0.00428944082194598,1330940,39.104183,-84.538811,8
780026,39.1075008742242,-84.5437888017943,"Lower Price Hill",0.0040431047257074,2852922,39.1077,-84.547827,5
790026,39.1075007870194,-84.5460480150058,"Lower Price Hill",0.00179010430457053,2852922,39.1077,-84.547827,5
800026,39.1075006562123,-84.5483072282102,"Lower Price Hill",8.22511448476939e-05,2852923,39.107574,-84.54827,6
810026,39.107500481803,-84.5505664414049,"Lower Price Hill",0.000920851446117133,2853100,39.107812,-84.551433,6
820026,39.1075002637913,-84.5528256545869,"Lower Price Hill",0.000787665234213916,2850584,39.107999,-84.552216,5
830026,39.1075000021773,-84.5550848677536,"East Price Hill",0.000394873825477065,2853647,39.107889,-84.555017,2
840026,39.107499696961,-84.5573440809021,"East Price Hill",0.000872912478420498,1320640,39.106744,-84.557781,5
850026,39.1074993481424,-84.5596032940297,"East Price Hill",0.000771087946049857,1320650,39.106832,-84.559217,5
860026,39.1074989557216,-84.5618625071335,"East Price Hill",0.00101305407760698,1320670,39.107125,-84.560921,5
870026,39.1074985196984,-84.5641217202108,"East Price Hill",0.00243282105514968,1330840,39.109923,-84.564323,2
880026,39.1074980400729,-84.5663809332587,"East Price Hill",0.00175556203222983,2100300,39.105745,-84.566475,5
890026,39.1074975168452,-84.5686401462744,"East Price Hill",0.00168132158892753,2320380,39.105868,-84.568226,5
900026,39.1074969500151,-84.5708993592553,"East Price Hill",0.00144743023589922,2100330,39.106079,-84.57119,5
910026,39.1074963395828,-84.5731585721983,"East Price Hill",0.00128926824601499,2100340,39.106211,-84.573058,5
920026,39.1074956855481,-84.5754177851009,"East Price Hill",0.000995026567422691,2320420,39.106503,-84.575486,5
930026,39.1074949879112,-84.5776769979601,"West Price HIll",0.00127850235611224,2320430,39.106582,-84.576782,5
940026,39.107494246672,-84.5799362107732,"West Price HIll",0.00106904890506124,2100370,39.106721,-84.579198,5
950026,39.1074934618305,-84.5821954235374,"West Price HIll",0.000862253181796332,2851031,39.106915,-84.581556,5
960026,39.1074926333868,-84.5844546362499,"West Price HIll",0.000449623572767047,2100400,39.107153,-84.58416,5
970026,39.1074917613407,-84.5867138489078,"West Price HIll",0.000335935841897123,2853229,39.107381,-84.587031,5
980026,39.1074908456924,-84.5889730615085,"West Price HIll",0.000296353593903436,2320490,39.107504,-84.588677,5
990026,39.1074898864418,-84.5912322740491,"West Price HIll",0.000337935606594529,2100440,39.107733,-84.591467,5
1000026,39.1074888835889,-84.5934914865268,"West Price HIll",0.000815877117219898,1320360,39.108266,-84.593243,5
1010026,39.1074878371338,-84.5957506989388,"West Price HIll",0.00134604822534989,2320530,39.108816,-84.595532,5
1020026,39.1074867470764,-84.5980099112823,"West Price HIll",0.000324872048514144,1320310,39.107277,-84.598258,5
1030026,39.1074856134168,-84.6002691235546,"West Price HIll",0.00165549560116703,2320560,39.107553,-84.598615,5
1040026,39.1074844361548,-84.6025283357527,"West Price HIll",0.00336523296869408,2850193,39.109132,-84.599594,5
1050026,39.1074832152907,-84.604787547874,"West Price HIll",0.00355139305320168,2850197,39.110622,-84.606449,5
